date,Draw,England,Ireland
2015-03-01 15:29:04.609,345.874,6280.471,3161.057
2015-03-01 15:29:21.538,100.8342,5986.965,1282.172
2015-03-01 15:29:37.798,481.5184,2207.627,10632.04
2015-03-01 15:29:54.261,494.0138,294.2216,647.7029
2015-03-01 15:30:10.607,27.34602,1071.56,3982.388
2015-03-01 15:30:26.834,243.0749,1484.591,8127.516
2015-03-01 15:30:43.137,510.7348,1964.147,1952.701
2015-03-01 15:30:59.205,563.1048,1288.046,2988.862
2015-03-01 15:31:22.247,266.0458,476.0805,4355.084
2015-03-01 15:31:38.154,29.19443,4557.387,906.3853
2015-03-01 15:31:54.486,130.9753,1684.934,1453.771
2015-03-01 15:32:10.990,302.1416,4276.662,56298.79
2015-03-01 15:32:26.953,822.2557,7820.225,26089.55
2015-03-01 15:32:42.768,98.94612,1461.428,23470.79
2015-03-01 15:32:58.629,192.5097,2236.842,17761.28
2015-03-01 15:33:14.315,955.5701,2372.306,8991.225
2015-03-01 15:33:30.338,116.9492,1998.51,1654.815
2015-03-01 15:33:46.605,188.4789,1925.804,3322.946
2015-03-01 15:34:02.517,62.47851,275.7802,1530.818
2015-03-01 15:34:18.397,135.1523,771.6942,22702.79
2015-03-01 15:34:34.391,185.019,1766.609,9342.859
2015-03-01 15:34:50.446,238.0246,341.9945,2361.111
2015-03-01 15:35:06.929,67.08837,621.0498,5698.799
2015-03-01 15:35:22.897,176.562,1306.799,8990.72
2015-03-01 15:35:38.790,319.7271,2453.053,15892.84
2015-03-01 15:35:54.658,205.1357,714.9688,28166.1
2015-03-01 15:36:10.969,49.84141,320.015,9033.177
2015-03-01 15:36:27.325,150.1448,1603.978,21642.39
2015-03-01 15:36:43.354,379.6473,2316.29,7738.861
2015-03-01 15:36:59.310,65.39403,1577.09,2801.226
2015-03-01 15:37:15.358,136.3526,283.0615,16931.72
2015-03-01 15:37:31.366,158.4699,448.1985,9069.105
2015-03-01 15:37:47.946,85.11404,577.6319,12819.14
2015-03-01 15:38:03.930,44.33082,1997.064,11839.03
2015-03-01 15:38:20.400,85.3189,631.695,18524.8
2015-03-01 15:38:36.446,76.32048,1053.155,1585.379
2015-03-01 15:38:53.161,21.21364,761.2504,8606.207
2015-03-01 15:39:09.129,54.37138,727.4943,248.3724
2015-03-01 15:39:27.096,130.1749,944.2187,7861.854
2015-03-01 15:39:43.943,267.6802,1700.923,8226.715
2015-03-01 15:40:00.012,59.74213,760.9281,4402.137
2015-03-01 15:40:15.871,853.4293,465.8543,1089.78
2015-03-01 15:40:41.987,497.9648,694.4627,2530.419
2015-03-01 15:40:58.300,258.3371,5440.011,5566.054
2015-03-01 15:41:14.216,424.1944,761.5292,983.0512
2015-03-01 15:41:30.138,270.5588,116.1368,644.3293
2015-03-01 15:41:46.826,178.4394,1525.633,8652.098
2015-03-01 15:42:02.797,38.28185,1200.45,7181.735
2015-03-01 15:42:19.095,1155.808,926.1851,12636.5
2015-03-01 15:42:34.895,361.8511,200.9567,2396.139
2015-03-01 15:42:51.347,80.45115,136.1762,2232.282
2015-03-01 15:43:07.112,2209.589,791.8684,1762.769
2015-03-01 15:43:23.400,682.0966,1990.778,2109.832
2015-03-01 15:43:39.166,838.2455,2377.807,8588.154
2015-03-01 15:43:54.931,91.34102,697.3887,3409.456
2015-03-01 15:44:10.818,0,1345.695,16133.83
2015-03-01 15:44:26.881,155.7226,802.556,1801.586
2015-03-01 15:44:42.797,46.52084,1420.394,1017.766
2015-03-01 15:44:58.570,243.8772,3870.727,4674.978
2015-03-01 15:45:14.359,103.5873,1700.526,1278.007
2015-03-01 15:45:30.215,333.0035,1098.684,1892.065
2015-03-01 15:45:45.972,0,1163.356,648.6953
2015-03-01 15:46:01.690,356.1112,826.5871,6507.646
2015-03-01 15:46:17.494,455.599,415.9619,876.3447
2015-03-01 15:46:33.674,750.8879,2231.787,700.9399
2015-03-01 15:46:52.607,57.04422,1793.154,2047.507
2015-03-01 15:47:08.338,43.09985,635.5893,993.9665
2015-03-01 15:47:24.683,299.3257,1356.987,1149.691
2015-03-01 15:47:40.702,789.0055,2654.813,3008.079
2015-03-01 15:47:56.554,140.1236,687.5597,0
2015-03-01 15:48:12.482,75.33828,902.5526,158.2104
2015-03-01 15:48:28.414,493.282,1582.133,1714.624
2015-03-01 15:48:49.174,28.9011,967.4354,570.3921
2015-03-01 15:49:05.460,0.7368514,355.494,591.618
2015-03-01 15:49:21.371,85.22228,466.3091,641.0525
2015-03-01 15:49:37.358,358.3347,1756.02,4785.502
2015-03-01 15:49:53.511,238.8447,1016.409,2431.796
2015-03-01 15:50:09.371,236.5984,1201.491,65.67553
2015-03-01 15:50:25.711,559.9965,1097.338,947.4886
2015-03-01 15:50:41.618,45.26578,1016.141,844.9612
2015-03-01 15:50:57.487,52.93188,4594.223,4023.731
2015-03-01 15:51:13.663,138.2751,546.1643,4715.224
2015-03-01 15:51:29.659,102.2522,1305.723,1748.003
2015-03-01 15:51:48.607,1846.186,1867.783,5389.761
2015-03-01 15:52:04.878,113.6498,422.9601,512.014
2015-03-01 15:52:20.683,202.7569,2888.592,5062.81
2015-03-01 15:52:36.897,567.3775,588.545,1233.82
2015-03-01 15:52:53.227,10.65528,2150.787,383.8105
2015-03-01 15:53:08.927,19.10748,366.9401,677.7424
2015-03-01 15:53:24.693,7.611337,1400.752,2133.42
2015-03-01 15:53:40.488,76.01291,3932.994,282.1709
2015-03-01 15:53:56.363,233.6518,551.0585,667.0151
2015-03-01 15:54:12.215,382.3158,461.5344,537.4601
2015-03-01 15:54:27.934,183.8252,2595.997,2652.412
2015-03-01 15:54:43.718,116.8211,981.4798,4786.206
2015-03-01 15:54:59.515,3556.307,827.5756,6437.8
2015-03-01 15:55:15.403,39.46265,680.0038,959.1879
2015-03-01 15:55:31.306,284.5543,310.2857,2643.616
2015-03-01 15:55:47.461,184.583,294.3672,677.7206
2015-03-01 15:56:03.356,67.94872,130.3106,166.0969
2015-03-01 15:56:19.096,18.67802,1548.332,115.1938
2015-03-01 15:56:34.931,284.5565,605.1847,1794.714
2015-03-01 15:56:50.774,26.54814,1208.527,1832.39
2015-03-01 15:57:09.695,36.56228,643.3122,6532.629
2015-03-01 15:57:25.622,33.34073,1128.273,340.3392
2015-03-01 15:57:41.623,5.512166,56.24659,842.4989
2015-03-01 15:57:57.819,389.8605,2923.139,2260.665
2015-03-01 15:58:13.673,155.0568,3398.04,14419.52
2015-03-01 15:58:29.681,0,35.86894,149.9224
2015-03-01 15:58:45.755,49.34824,371.269,1318.068
2015-03-01 15:59:01.871,105.2462,897.962,2260.765
2015-03-01 15:59:18.323,14.88008,229.4012,1661.171
2015-03-01 15:59:34.451,0,585.1067,1226.388
2015-03-01 15:59:50.618,141.1804,749.1021,5485.362
2015-03-01 16:00:06.576,141.7834,1066.402,12654.06
2015-03-01 16:00:23.043,122.0987,747.4581,3300.49
2015-03-01 16:00:39.151,244.9088,520.1751,1771.016
2015-03-01 16:00:55.188,32.36289,882.5154,1684.778
2015-03-01 16:01:11.147,133.1265,1229.38,6576.921
2015-03-01 16:01:27.199,291.0565,1486.679,4021.528
2015-03-01 16:01:44.147,157.9318,1634.865,6881.627
2015-03-01 16:02:00.192,640.0344,977.0856,4307.396
2015-03-01 16:02:16.138,292.2356,1330.543,14578.52
2015-03-01 16:02:32.135,91.06783,654.7282,3471.455
2015-03-01 16:02:48.406,141.3496,1496.027,6414.279
2015-03-01 16:03:04.847,1.204308,226.0085,1395.1
2015-03-01 16:03:20.832,158.9964,1002.436,8920.202
2015-03-01 16:03:36.848,637.8818,622.1849,3538.826
2015-03-01 16:03:52.906,100.5865,1770.053,2224.373
2015-03-01 16:04:10.341,88.26654,1824.21,6133.647
2015-03-01 16:04:31.286,219.9777,1107.079,1818.462
2015-03-01 16:04:47.676,915.1517,1548.828,19374.57
2015-03-01 16:05:03.791,831.9559,1768.87,8793.564
2015-03-01 16:05:20.039,719.4954,1150.55,17539.08
2015-03-01 16:05:36.031,260.3892,284.5146,15323.38
2015-03-01 16:05:52.020,284.8906,853.696,12397.47
2015-03-01 16:06:07.924,423.7088,2760.539,41315.66
2015-03-01 16:06:23.937,136.0923,727.7868,14614.68
2015-03-01 16:06:39.886,145.2824,1123.023,12579.87
2015-03-01 16:06:55.907,17.18987,139.4664,7062.566
2015-03-01 16:07:11.983,746.7852,267.6528,1563.255
2015-03-01 16:07:27.987,73.66755,371.6743,3207.706
2015-03-01 16:07:43.991,118.7326,198.5125,3210.055
2015-03-01 16:08:00.205,592.8349,177.6284,8414.223
2015-03-01 16:08:16.093,48.71356,161.6988,22681.37
2015-03-01 16:08:32.077,119.5214,172.9756,36226.2
2015-03-01 16:08:47.955,156.5208,78.97837,23672.73
2015-03-01 16:09:03.913,131.7069,188.2172,22285.84
2015-03-01 16:09:20.437,254.0369,856.5937,49751.14
2015-03-01 16:09:36.289,188.2627,480.4218,41334.63
2015-03-01 16:09:52.545,137.5992,2877.145,13919.67
2015-03-01 16:10:08.557,66.81083,213.9595,22853.58
2015-03-01 16:10:29.647,118.8623,1081.482,40532.34
2015-03-01 16:10:45.934,62.99764,1084.591,24347.11
2015-03-01 16:11:01.977,114.8474,1007.448,43825.36
2015-03-01 16:11:18.002,54.74161,775.2939,22783.4
2015-03-01 16:11:33.994,57.29182,400.6676,6754.47
2015-03-01 16:11:49.967,77.94063,893.0306,26774.69
2015-03-01 16:12:10.404,63.29937,358.393,28027.35
2015-03-01 16:12:27.136,49.9499,344.8085,10998.66
2015-03-01 16:12:42.868,162.0508,490.7673,18118.88
2015-03-01 16:12:58.678,78.06833,466.0949,15145.18
2015-03-01 16:13:14.569,42.43686,277.4253,24510.23
2015-03-01 16:13:30.256,151.4673,393.5471,45490.59
2015-03-01 16:13:46.187,15.4036,605.1092,340209.7
2015-03-01 16:14:01.908,152.4403,334.1931,41564.49
2015-03-01 16:14:17.698,151.2733,230.4248,226392.2
2015-03-01 16:14:33.519,73.22994,300.3148,14390.99
2015-03-01 16:14:50.246,5.237177,495.4513,68603.19
2015-03-01 16:15:06.109,116.912,385.5712,21773.16
2015-03-01 16:15:21.914,468.7522,612.7412,9754.889
2015-03-01 16:15:37.704,26.25713,240.608,31359.11
2015-03-01 16:15:54.041,144.077,325.7617,8074.299
2015-03-01 16:16:10.253,11.47283,483.265,32453.7
2015-03-01 16:16:26.098,89.25471,259.4332,16220.88
2015-03-01 16:16:41.892,113.967,153.4755,49991.38
2015-03-01 16:16:57.745,10.40808,186.2101,22029.07
2015-03-01 16:17:13.642,48.68917,934.3792,18907.59
2015-03-01 16:17:30.802,97.9031,638.7828,31241.51
2015-03-01 16:17:46.525,125.357,509.2892,24280.57
2015-03-01 16:18:02.422,19.55078,169.8804,5792.73
2015-03-01 16:18:18.302,67.02647,403.4056,9057.565
2015-03-01 16:18:34.084,42.04852,242.1021,8164.521
2015-03-01 16:18:49.898,296.3195,600.303,16168.23
2015-03-01 16:19:05.846,116.7066,244.512,6666.01
2015-03-01 16:19:21.720,54.04758,214.9053,17009.49
2015-03-01 16:19:37.536,46.43484,252.4325,22218.69
2015-03-01 16:19:53.832,1.104581,55.22906,36183.17
2015-03-01 16:20:09.490,16.66928,84.87923,797.06
2015-03-01 16:20:25.276,15.88703,45.26664,5976.793
2015-03-01 16:20:41.102,1.819808,130.1542,18384.27
2015-03-01 16:20:57.025,13.82933,104.0026,9199.856
2015-03-01 16:21:12.708,3.634437,19.51119,3460.826
2015-03-01 16:21:28.593,7.931868,52.87912,6698.009
2015-03-01 16:21:44.272,42.24675,267.8306,6839.611
2015-03-01 16:22:00.108,3.447921,49.36969,8316.955
2015-03-01 16:22:16.042,15.06251,31.7819,1201.913
2015-03-01 16:22:33.049,13.12401,218.7334,12293.88
2015-03-01 16:22:48.902,2.384326,53.21209,9993.238
2015-03-01 16:23:04.688,22.80504,0,1953.632
2015-03-01 16:23:20.504,21.77609,100.8757,9905.769
2015-03-01 16:23:36.429,5.010837,134.2,12233.71
2015-03-01 16:23:52.069,77.72326,766.7211,29536.68
2015-03-01 16:24:07.968,41.24837,173.2583,2544.266
2015-03-01 16:24:23.701,56.70786,491.1884,44953.05
2015-03-01 16:24:39.493,26.36801,346.1277,2134.593
2015-03-01 16:24:55.306,43.333,94.40674,38809.14
2015-03-01 16:25:11.402,2.460156,104.4448,1486.829
2015-03-01 16:25:27.084,13.88883,226.5066,15116.6
2015-03-01 16:25:43.069,27.40116,170.0373,9206.79
2015-03-01 16:25:58.921,49.46862,177.5874,5362.86
2015-03-01 16:26:14.672,29.33122,204.2139,9385
2015-03-01 16:26:30.540,254.5559,113.5141,15766.01
2015-03-01 16:26:46.429,81.2238,629.6638,5985.488
2015-03-01 16:27:02.078,214.9473,477.0557,23243.14
2015-03-01 16:27:17.881,133.6807,510.2343,11020.17
2015-03-01 16:27:35.409,506.4696,584.1721,10434.79
2015-03-01 16:27:51.444,94.93497,168.4656,181.7872
2015-03-01 16:28:07.298,360.8515,33.2657,8675.687
2015-03-01 16:28:23.104,209.1196,166.3391,6382.152
2015-03-01 16:28:38.876,182.6073,120.0643,2604.551
2015-03-01 16:28:55.178,131.469,156.0551,4039.471
2015-03-01 16:29:11.189,225.9599,98.74036,11851.99
2015-03-01 16:29:27.123,529.5376,541.813,12780.82
2015-03-01 16:29:43.231,201.6358,76.8846,8300.967
2015-03-01 16:29:58.896,143.2056,1.49372,561.3705
2015-03-01 16:30:14.725,194.9067,133.9178,1963.357
2015-03-01 16:30:30.481,606.8055,111.81,6843.566
2015-03-01 16:30:46.296,299.3996,310.2117,23450.9
2015-03-01 16:31:02.410,11.58005,72.64525,9141.907
2015-03-01 16:31:18.249,162.3959,0,2410.862
2015-03-01 16:31:34.082,248.4521,277.3675,46778.39
2015-03-01 16:31:49.886,168.263,72.58999,14893.33
2015-03-01 16:32:05.725,182.5842,64.88936,6688.794
2015-03-01 16:32:27.902,113.9821,321.6553,6824.346
2015-03-01 16:32:56.929,154.0136,141.7562,7506.834
2015-03-01 16:33:12.708,192.1027,161.1503,65619.1
2015-03-01 16:33:28.511,87.67062,5.505518,15174.73
2015-03-01 16:33:44.292,117.4047,127.5939,9460.125
2015-03-01 16:34:00.372,39.77564,39.73832,30951.75
2015-03-01 16:34:16.298,55.94803,86.8419,9151.101
2015-03-01 16:34:32.149,57.27151,109.13,12485.3
2015-03-01 16:34:53.125,11.87038,138.8406,27660.31
2015-03-01 16:35:09.112,68.30629,54.72009,31107.13
2015-03-01 16:35:24.889,5.55239,7.606014,7536.114
2015-03-01 16:35:41.051,49.44889,29.62478,18412.17
2015-03-01 16:35:57.390,46.59998,38.37429,35885.91
2015-03-01 16:36:13.075,0,0,9760.867
2015-03-01 16:36:28.909,3.865125,7.578676,28431.02
2015-03-01 16:36:44.797,31.90948,112.9105,14412.4
2015-03-01 16:37:01.137,48.47064,34.22321,29544.33
2015-03-01 16:37:17.041,6.41371,19.31659,4780.553
2015-03-01 16:37:32.714,7.656433,15.31287,765.6433
2015-03-01 16:37:50.253,0,41.04978,1368.326
2015-03-01 16:38:06.214,0,0,184.2834
2015-03-01 16:38:22.536,0,66.90122,3603.035
2015-03-01 16:38:38.353,7.586789,26.7055,115.4709
2015-03-01 16:38:54.120,50.23087,76.10737,15964.05
2015-03-01 16:39:10.008,37.76465,15.10586,18.73127
2015-03-01 16:39:25.741,0.6864832,15.25518,1574.792
2015-03-01 16:39:41.807,0,29.87634,378.832
2015-03-01 16:39:58.125,0,14.70734,735.3671
2015-03-01 16:40:14.090,0,0,165.3679
2015-03-01 16:40:30.145,0,0,0
2015-03-01 16:40:46.113,0,0,4004.432
2015-03-01 16:41:02.451,0,0,0
2015-03-01 16:41:18.398,0,0,0
2015-03-01 16:41:34.281,0,0,0
2015-03-01 16:41:50.400,0,0,0
2015-03-01 16:42:06.599,0,0,0
