date,Draw,France,Wales
2015-02-28 17:03:07.061,160.2817,1861.111,1176.458
2015-02-28 17:03:23.191,202.5777,8969.476,1653.69
2015-02-28 17:03:38.863,1367.659,54565.29,14918.83
2015-02-28 17:03:54.701,14.69891,7492.616,182.2589
2015-02-28 17:04:10.508,409.997,6674.957,5997.753
2015-02-28 17:04:27.718,81.51233,7915.551,2634.124
2015-02-28 17:04:48.462,111.4434,14020.41,1835.881
2015-02-28 17:05:04.665,60.36056,6775.751,496.1046
2015-02-28 17:05:20.766,116.0028,5705.045,238.9741
2015-02-28 17:05:36.474,7.639368,5470.399,389.6078
2015-02-28 17:05:52.288,242.3357,6909.546,2508.537
2015-02-28 17:06:08.559,194.4007,6668.659,1495.654
2015-02-28 17:06:24.251,51.3918,828.3869,766.7091
2015-02-28 17:06:40.043,166.7507,1496.159,2359.926
2015-02-28 17:06:55.825,313.3054,2759.263,3860.033
2015-02-28 17:07:11.606,84.63237,4382.139,489.1644
2015-02-28 17:07:27.244,473.7701,5169.881,2335.125
2015-02-28 17:07:43.077,198.9118,2899.777,18867.86
2015-02-28 17:07:59.062,226.4938,3095.016,3321.885
2015-02-28 17:08:14.876,162.5365,2141.202,1276.731
2015-02-28 17:08:30.679,253.9338,1504.125,3026.019
2015-02-28 17:08:46.415,135.7039,226.1858,944.7796
2015-02-28 17:09:02.039,432.2746,2587.465,2610.812
2015-02-28 17:09:17.663,82.22342,1253.245,6070.67
2015-02-28 17:09:33.791,197.0985,1457.814,4371.062
2015-02-28 17:09:49.401,60.61375,835.2936,2837.008
2015-02-28 17:10:05.381,181.6873,1775.347,4585.925
2015-02-28 17:10:21.307,178.6886,2245.909,12091.15
2015-02-28 17:10:37.078,212.5978,2215.804,20066.6
2015-02-28 17:10:52.835,193.1641,2350.868,13615.88
2015-02-28 17:11:08.807,154.0222,1067.9,21147.62
2015-02-28 17:11:24.459,105.6889,2037.645,29457.57
2015-02-28 17:11:40.268,168.0141,2064.938,1172.873
2015-02-28 17:11:56.339,347.3933,1396.405,8708.165
2015-02-28 17:12:12.588,469.8162,5311.29,18310.24
2015-02-28 17:12:28.249,130.9511,291.5175,4295.678
2015-02-28 17:12:44.073,362.8268,2590.786,9701.683
2015-02-28 17:12:59.911,197.0655,10565.73,7471.215
2015-02-28 17:13:17.409,218.292,3367.272,5792.384
2015-02-28 17:13:33.185,291.8977,1586.82,9311.973
2015-02-28 17:13:48.836,250.822,3194.521,3449.828
2015-02-28 17:14:04.536,1100.988,5148.263,2310.053
2015-02-28 17:14:21.116,184.2706,9867.343,4140.298
2015-02-28 17:14:36.997,0,2317.804,1193.397
2015-02-28 17:14:52.750,102.9096,5412.808,7842.076
2015-02-28 17:15:08.472,329.1252,18357.93,3684.569
2015-02-28 17:15:24.476,228.0203,3800.951,2022.002
2015-02-28 17:15:40.271,151.0717,17211.68,1890.504
2015-02-28 17:15:56.178,1070.865,1719.607,1414.567
2015-02-28 17:16:11.972,114.6871,133.5293,10.59877
2015-02-28 17:16:28.149,142.4949,10663.38,3939.528
2015-02-28 17:16:44.003,25.2441,525.0924,1277.76
2015-02-28 17:16:59.862,61.06186,5338.637,802.0516
2015-02-28 17:17:16.307,76.10819,13152.38,3088.329
2015-02-28 17:17:32.196,52.86839,483.3682,1449.123
2015-02-28 17:17:51.045,159.3803,1064.795,2401.558
2015-02-28 17:18:13.497,570.0583,550.497,778.2317
2015-02-28 17:18:33.380,148.7703,9854.326,1908.213
2015-02-28 17:18:49.042,152.1688,6795.76,3760.545
2015-02-28 17:19:05.325,740.861,1772.782,663.9597
2015-02-28 17:19:22.138,91.14444,3363.137,924.3631
2015-02-28 17:19:38.193,333.4249,9136.224,3294.3
2015-02-28 17:19:53.973,376.7344,7728.341,3949.59
2015-02-28 17:20:10.077,1370.278,13734.53,5698.142
2015-02-28 17:20:25.990,415.5089,10251.42,683.7799
2015-02-28 17:20:41.927,229.9567,697.2491,1556.725
2015-02-28 17:20:57.691,123.6952,2984.365,1106.939
2015-02-28 17:21:13.774,222.7293,1780.193,2693.42
2015-02-28 17:21:29.471,423.3055,317.2402,402.5129
2015-02-28 17:21:50.843,91.10045,865.1033,689.1349
2015-02-28 17:22:06.776,22.59464,266.2402,52.72083
2015-02-28 17:22:23.905,64.9425,14623.48,5917.929
2015-02-28 17:22:40.123,32.92797,16.53798,615.3091
2015-02-28 17:22:56.399,50.7605,236.9192,318.6447
2015-02-28 17:23:12.299,1319.677,6207.751,12685.27
2015-02-28 17:23:28.307,94.30479,359.9024,2159.002
2015-02-28 17:23:44.243,117.3565,511.4816,911.6308
2015-02-28 17:24:00.332,404.6592,677.8255,2281.023
2015-02-28 17:24:16.521,305.2193,648.6142,8653.292
2015-02-28 17:24:32.666,129.4374,304.0273,492.2188
2015-02-28 17:24:53.653,74.12954,486.0016,58.57748
2015-02-28 17:25:09.614,261.8001,2698.488,2604.467
2015-02-28 17:25:25.945,291.8103,552.2463,2238.045
2015-02-28 17:25:41.928,76.66019,2525.919,2489.729
2015-02-28 17:25:57.898,177.6354,3435.863,3326.381
2015-02-28 17:26:13.773,241.133,9325.159,979.0077
2015-02-28 17:26:29.529,226.3514,2045.35,496.3433
2015-02-28 17:26:47.372,92.0005,1057.3,3405.599
2015-02-28 17:27:03.127,16.37552,3736.893,2691.754
2015-02-28 17:27:19.017,363.2844,3660.182,715.8829
2015-02-28 17:27:35.091,560.5948,3060.837,2787.968
2015-02-28 17:27:50.978,75.53198,1928.709,67.97878
2015-02-28 17:28:07.463,1527.69,18118.71,3643.688
2015-02-28 17:28:24.356,340.907,1537.136,686.609
2015-02-28 17:28:44.790,115.4861,567.4174,3754.427
2015-02-28 17:29:01.089,254.2565,3507.687,9060.874
2015-02-28 17:29:17.880,68.75167,233.77,1531.69
2015-02-28 17:29:34.058,170.0789,1152.909,6834.382
2015-02-28 17:29:49.954,138.7531,1608.079,4592.289
2015-02-28 17:30:05.963,206.0919,3587.251,3275.133
2015-02-28 17:30:21.850,376.3618,5628.015,9496.856
2015-02-28 17:30:37.874,136.1809,585.0876,2652.065
2015-02-28 17:30:54.154,281.5689,12979.37,2679.659
2015-02-28 17:31:09.902,140.8971,906.3821,939.7584
2015-02-28 17:31:25.905,213.6685,669.4246,431.9485
2015-02-28 17:31:41.906,110.8082,1409.121,1146.818
2015-02-28 17:31:58.177,126.2626,1709.081,3392.165
2015-02-28 17:32:14.247,192.6209,1349.989,1474.433
2015-02-28 17:32:30.598,41.2805,2114.112,1719.213
2015-02-28 17:32:46.344,518.1141,15592.27,7587.436
2015-02-28 17:33:02.100,500.042,2134.823,6696.359
2015-02-28 17:33:17.985,259.1045,1622.236,3384.562
2015-02-28 17:33:33.945,442.4645,1038.057,2690.278
2015-02-28 17:33:52.151,359.2909,4903.455,4444.536
2015-02-28 17:34:08.781,58.4845,847.5381,3854.168
2015-02-28 17:34:24.647,99.94819,830.4057,3207.191
2015-02-28 17:34:40.666,377.7418,388.7163,8774.846
2015-02-28 17:34:56.745,131.8301,1261.471,1059.043
2015-02-28 17:35:12.549,85.57459,1325.077,7432.005
2015-02-28 17:35:28.497,221.2562,1677.649,6013.156
2015-02-28 17:35:44.384,514.6834,3958.168,3876.177
2015-02-28 17:36:00.611,71.55076,2168.487,1486.444
2015-02-28 17:36:16.402,1992.938,1759.223,2167.454
2015-02-28 17:36:32.281,331.5284,2381.646,807.3589
2015-02-28 17:36:48.633,475.2833,2630.661,1766.58
2015-02-28 17:37:05.748,84.83401,1664.675,8004.965
2015-02-28 17:37:21.753,235.3906,4519.169,5432.465
2015-02-28 17:37:38.039,220.906,198.7638,1073.14
2015-02-28 17:37:53.818,683.9001,4127.433,6702.791
2015-02-28 17:38:09.683,94.13064,229.6727,341.0865
2015-02-28 17:38:26.218,15.1676,251.1726,260.099
2015-02-28 17:38:45.382,166.0949,845.2522,1079.57
2015-02-28 17:39:02.356,380.7639,3438.08,5892.933
2015-02-28 17:39:18.093,80.98276,2207.962,3119.59
2015-02-28 17:39:35.509,78.92875,404.8414,11539.62
2015-02-28 17:39:51.610,26.41948,232.4094,8623.257
2015-02-28 17:40:07.301,44.09009,473.175,630.3391
2015-02-28 17:40:23.182,57.27721,259.8254,1039.831
2015-02-28 17:40:39.788,232.3512,480.2383,2332.292
2015-02-28 17:40:55.511,97.8831,933.9917,2971.181
2015-02-28 17:41:11.999,40.75708,681.6985,5977.098
2015-02-28 17:41:27.766,203.8971,576.1482,1176.119
2015-02-28 17:41:43.571,162.0258,2158.686,2632.008
2015-02-28 17:41:59.411,201.6614,245.2588,1094.82
2015-02-28 17:42:15.167,244.7812,4367.487,1067.967
2015-02-28 17:42:30.989,146.2265,139.5523,75.76778
2015-02-28 17:42:47.249,164.6192,620.1357,509.3563
2015-02-28 17:43:03.167,145.0423,5022.579,669.652
2015-02-28 17:43:19.235,1160.963,13745.87,7748.008
2015-02-28 17:43:35.197,28.60696,2863.14,182.5808
2015-02-28 17:43:50.987,380.1645,3504.543,1834.441
2015-02-28 17:44:09.923,92.27047,1400.692,3713.57
2015-02-28 17:44:25.858,225.9866,4708.406,1504.08
2015-02-28 17:44:42.526,662.99,4258.608,2539.074
2015-02-28 17:44:58.438,210.2206,9787.379,5116.033
2015-02-28 17:45:15.089,311.0155,3384.523,581.9965
2015-02-28 17:45:30.994,269.8372,3447.035,1798.286
2015-02-28 17:45:47.338,109.1414,3705.741,2885.877
2015-02-28 17:46:03.395,57.02105,236.7158,14.94654
2015-02-28 17:46:19.259,441.2723,5729.202,4823.662
2015-02-28 17:46:35.913,52.16753,5068.069,149.0089
2015-02-28 17:46:51.827,354.9239,1229.151,1981.753
2015-02-28 17:47:07.619,266.3856,2637.563,1596.528
2015-02-28 17:47:24.085,211.7011,2716.587,8044.75
2015-02-28 17:47:39.983,148.3997,228.9401,3235.506
2015-02-28 17:47:56.182,135.634,1283.782,1155.556
2015-02-28 17:48:12.023,162.7621,858.734,276.207
2015-02-28 17:48:27.886,163.3164,1820.914,1036.556
2015-02-28 17:48:43.723,0,2212.049,2766.227
2015-02-28 17:48:59.542,135.7043,893.0392,2335.154
2015-02-28 17:49:15.565,115.2616,2842.933,1306.673
2015-02-28 17:49:31.345,209.388,810.4423,5195.12
2015-02-28 17:49:48.166,97.3478,1952.164,3618.349
2015-02-28 17:50:03.938,166.3905,1043.726,4902.929
2015-02-28 17:50:19.871,61.76043,207.8766,1832.703
2015-02-28 17:50:35.762,780.8028,372.1273,2612.933
2015-02-28 17:50:52.030,121.8939,1559.873,6947.177
2015-02-28 17:51:08.110,59.70172,1273.885,8081.784
2015-02-28 17:51:25.799,177.4971,1363.977,1522.717
2015-02-28 17:51:41.605,182.2095,3533.346,7263.857
2015-02-28 17:51:57.786,153.8153,3013.713,1804.141
2015-02-28 17:52:13.618,15.15861,213.9259,615.8564
2015-02-28 17:52:29.386,68.60731,3329.376,4544.711
2015-02-28 17:52:45.443,310.2371,3126.175,2110.823
2015-02-28 17:53:01.499,305.07,1941.215,2503.113
2015-02-28 17:53:17.385,136.161,1342.158,4120.521
2015-02-28 17:53:33.897,159.4061,21981.29,1923.556
2015-02-28 17:53:50.063,330.5159,2106.06,1376.847
2015-02-28 17:54:06.057,24.60958,107.1417,9708.18
2015-02-28 17:54:22.233,192.2762,1376.31,348.6489
2015-02-28 17:54:38.268,37.83109,1494.309,749.5496
2015-02-28 17:54:55.762,29.87364,294.8264,3147.433
2015-02-28 17:55:12.959,137.8829,493.7897,1622.113
2015-02-28 17:55:28.868,140.2988,979.4518,17755.01
2015-02-28 17:55:44.813,0,4093.609,2468.966
2015-02-28 17:56:01.446,289.4972,10947.36,26384.68
2015-02-28 17:56:17.446,127.4586,795.3509,1781.834
2015-02-28 17:56:33.606,217.0602,1621.453,3521.528
2015-02-28 17:56:49.461,367.156,3741.419,7239.619
2015-02-28 17:57:05.518,712.098,3480.861,2282.884
2015-02-28 17:57:21.882,496.1243,756.1944,1043.947
2015-02-28 17:57:37.870,57.56752,4727.329,1390.177
2015-02-28 17:57:53.966,313.9816,2117.018,2060.507
2015-02-28 17:58:09.946,593.6994,5394.397,1973.942
2015-02-28 17:58:27.066,91.3666,3836.206,1511.632
2015-02-28 17:58:43.766,185.1741,2248.676,1493.249
2015-02-28 17:58:59.722,513.4121,5161.758,15592.81
2015-02-28 17:59:22.643,329.0428,7974.301,11351.35
2015-02-28 17:59:40.788,69.01392,3904.263,1808.151
2015-02-28 17:59:57.047,426.1764,2688.981,4183.68
2015-02-28 18:00:12.933,62.99955,1515.804,2104.971
2015-02-28 18:00:30.114,1414.469,1997.067,511.3236
2015-02-28 18:00:46.134,34.68142,1867.216,271.7585
2015-02-28 18:01:06.936,117.7992,555.1617,2372.194
2015-02-28 18:01:22.775,185.8443,2586.403,5049.011
2015-02-28 18:01:38.625,74.53582,3610.577,1020.372
2015-02-28 18:01:55.330,73.45056,1738.677,1442.361
2015-02-28 18:02:11.318,154.7627,2194.523,4267.157
2015-02-28 18:02:27.410,91.16537,2289.202,1754.663
2015-02-28 18:02:43.178,214.2756,1240.98,2473.892
2015-02-28 18:02:59.321,902.0856,5796.435,917.9182
2015-02-28 18:03:15.789,877.6543,5830.309,1078.194
2015-02-28 18:03:31.558,3296.823,9447.351,1654.823
2015-02-28 18:03:47.290,865.3299,4680.425,2416.7
2015-02-28 18:04:07.579,1035.898,5840.753,628.0214
2015-02-28 18:04:23.479,814.9064,6723.317,2363.93
2015-02-28 18:04:39.372,38.28158,1960.779,1044.098
2015-02-28 18:04:55.235,544.2491,3223.056,3561.467
2015-02-28 18:05:10.990,120.0028,9243.148,1203.798
2015-02-28 18:05:27.691,151.176,8045.703,392.9929
2015-02-28 18:05:43.608,344.841,4022.139,527.7409
2015-02-28 18:05:59.373,408.8955,1378.728,5547.415
2015-02-28 18:06:15.158,836.2265,2686.386,1380.863
2015-02-28 18:06:31.018,104.5611,643.3682,1391.6
2015-02-28 18:06:46.930,240.7962,1442.364,2948.34
2015-02-28 18:07:03.680,428.0822,322.1184,583.3023
2015-02-28 18:07:24.607,1489.015,3642.204,1158.964
2015-02-28 18:07:40.555,447.7157,1906.817,2339.822
2015-02-28 18:07:56.483,162.4282,5482.252,4904.336
2015-02-28 18:08:12.914,114.6972,2671.739,2325.493
2015-02-28 18:08:29.244,351.5854,2559.015,2696.357
2015-02-28 18:08:45.099,479.6757,11364.32,5077.637
2015-02-28 18:09:01.291,182.7135,3622.219,1784.005
2015-02-28 18:09:17.174,331.376,2080.091,4355.033
2015-02-28 18:09:33.369,307.7547,4862.057,4617.209
2015-02-28 18:09:53.651,224.0083,2213.457,5012.673
2015-02-28 18:10:10.427,579.1223,1950.89,1270.156
2015-02-28 18:10:26.463,131.3601,864.8588,317.3069
2015-02-28 18:10:42.631,144.7341,1259.595,55.66697
2015-02-28 18:10:58.846,377.3992,2115.234,16406.12
2015-02-28 18:11:15.023,482.2038,1637.661,1658.394
2015-02-28 18:11:30.874,512.7422,2318.62,2441.449
2015-02-28 18:11:46.887,792.1392,121.8128,8118.93
2015-02-28 18:12:03.527,242.3039,989.8044,2638.336
2015-02-28 18:12:19.454,277.45,2332.802,14943.91
2015-02-28 18:12:35.510,163.01,605.8503,13900.89
2015-02-28 18:12:51.348,160.7411,619.893,9067.91
2015-02-28 18:13:07.165,252.2225,1734.793,5737.996
2015-02-28 18:13:23.576,343.8204,725.6278,5036.362
2015-02-28 18:13:39.360,315.8546,314.6761,2444.765
2015-02-28 18:13:55.235,209.5716,1761.082,4003.857
2015-02-28 18:14:11.387,133.3911,393.5242,5941.272
2015-02-28 18:14:27.188,407.8222,294.3231,2426.352
2015-02-28 18:14:43.155,306.2288,930.4861,7023.383
2015-02-28 18:15:02.028,454.4783,356.4679,1689.924
2015-02-28 18:15:17.808,81.33228,1203.406,680.8109
2015-02-28 18:15:34.076,690.9741,633.2178,2996.766
2015-02-28 18:15:50.351,460.261,957.8694,1991.945
2015-02-28 18:16:06.321,210.4322,1373.726,5077.085
2015-02-28 18:16:22.247,80.84442,1391.345,5973.936
2015-02-28 18:16:38.459,100.2274,1721.853,20607.35
2015-02-28 18:16:54.603,359.0097,2593.641,27999.23
2015-02-28 18:17:10.969,253.0056,1614.235,16289.81
2015-02-28 18:17:26.973,354.0571,928.2191,8856.94
2015-02-28 18:17:43.161,313.8916,2320.996,30236.93
2015-02-28 18:17:59.241,142.3509,1658.584,8921.763
2015-02-28 18:18:16.077,43.15766,1921.211,21976.77
2015-02-28 18:18:32.186,225.7173,2007.282,10354.54
2015-02-28 18:18:48.118,149.362,654.6544,16515.8
2015-02-28 18:19:04.429,118.2257,1687.162,19142.3
2015-02-28 18:19:20.312,101.9567,1037.208,17969.73
2015-02-28 18:19:51.239,80.95728,706.6932,21031.7
2015-02-28 18:20:35.870,56.19501,183.7227,27873.62
2015-02-28 18:20:51.792,227.1111,663.1328,34922.62
2015-02-28 18:21:07.586,110.5881,313.1113,12668.55
2015-02-28 18:21:23.362,212.5637,538.8826,14684.96
2015-02-28 18:21:39.145,145.755,173.2409,2543.299
2015-02-28 18:21:55.505,153.7033,542.601,50537.04
2015-02-28 18:22:11.390,130.1571,206.5291,47534.1
2015-02-28 18:22:27.185,230.8808,966.6756,14645.96
2015-02-28 18:22:42.998,65.94807,347.7262,7615.447
2015-02-28 18:22:58.826,10.84107,128.0459,17477.32
2015-02-28 18:23:14.918,74.49766,450.3417,3908.107
2015-02-28 18:23:31.087,69.87377,791.6183,4979.48
2015-02-28 18:23:47.076,58.99091,145.7886,4773.273
2015-02-28 18:24:02.953,54.94914,453.1226,15833.89
2015-02-28 18:24:18.722,120.0823,235.5227,12180.18
2015-02-28 18:24:34.899,60.38342,232.6319,3365.077
2015-02-28 18:24:50.735,153.1809,1616.261,11532.1
2015-02-28 18:25:06.845,38.24916,1591.902,8377.236
2015-02-28 18:25:23.326,94.03525,967.6566,5542.255
2015-02-28 18:25:40.946,388.4032,3217.352,32656.72
2015-02-28 18:25:57.722,62.51849,460.2692,6344.59
2015-02-28 18:26:13.535,250.388,3236.338,14073.63
2015-02-28 18:26:30.375,378.5219,2043.284,8100.989
2015-02-28 18:26:46.186,402.3689,3733.762,19511.31
2015-02-28 18:27:02.357,364.733,3362.223,4377.538
2015-02-28 18:27:18.142,96.27571,2119.586,14348.43
2015-02-28 18:27:34.019,239.2997,2049.542,2861.922
2015-02-28 18:27:49.790,190.5593,827.5195,3111.225
2015-02-28 18:28:05.541,148.9431,840.4047,10034.12
2015-02-28 18:28:21.434,313.6452,959.8494,9091.444
2015-02-28 18:28:37.489,196.875,750.0534,6357.404
2015-02-28 18:28:53.414,130.7776,494.6265,8673.785
2015-02-28 18:29:09.250,64.63597,226.4153,4435.179
2015-02-28 18:29:25.658,117.4195,570.5323,5877.777
2015-02-28 18:29:41.559,108.2591,666.3463,16656.47
2015-02-28 18:29:57.875,558.8591,187.9535,6432.267
2015-02-28 18:30:13.683,306.2268,224.6979,5787.262
2015-02-28 18:30:29.528,689.9171,279.7534,3782.768
2015-02-28 18:30:45.989,665.2446,475.8881,15920.6
2015-02-28 18:31:01.718,956.3341,404.6806,5765.355
2015-02-28 18:31:17.566,1012.586,68.67944,5497.422
2015-02-28 18:31:33.327,1107.487,154.8244,5655.41
2015-02-28 18:31:49.224,1865.658,1112.39,4640.008
2015-02-28 18:32:04.958,1356.526,228.6173,9528.707
2015-02-28 18:32:20.705,1106.231,419.2802,4873.999
2015-02-28 18:32:36.866,657.6106,350.988,10085.32
2015-02-28 18:32:52.727,640.0415,32.98754,15695.87
2015-02-28 18:33:08.844,4136.473,172.6245,5765.666
2015-02-28 18:33:24.711,768.1273,465.3839,9897.774
2015-02-28 18:33:40.535,447.7244,549.5695,6516.156
2015-02-28 18:33:56.450,648.4774,113.1754,2237.456
2015-02-28 18:34:12.362,691.6088,463.3349,2213.095
2015-02-28 18:34:28.103,880.4861,160.4765,15282.2
2015-02-28 18:34:44.244,579.2059,125.3422,3180.168
2015-02-28 18:35:00.061,493.408,122.1476,1543.346
2015-02-28 18:35:15.950,329.9395,240.0624,2080.805
2015-02-28 18:35:32.415,779.9852,190.7602,21791.52
2015-02-28 18:35:50.534,550.2035,107.2259,3536.8
2015-02-28 18:36:06.303,1815.718,305.2008,7699.69
2015-02-28 18:36:22.107,628.9688,155.9609,2731.707
2015-02-28 18:36:37.981,676.5065,15.1939,5700.094
2015-02-28 18:36:53.702,2065.017,86.71185,2824.585
2015-02-28 18:37:09.926,1131.782,74.70754,9946.162
2015-02-28 18:37:25.766,449.143,228.8137,6232.626
2015-02-28 18:37:41.615,221.3605,12.00125,14745.9
2015-02-28 18:37:57.578,947.2661,51.45652,15489.35
2015-02-28 18:38:13.347,520.8357,35.91708,5462.631
2015-02-28 18:38:29.091,848.7264,36.62443,7485.942
2015-02-28 18:38:45.468,154.5019,55.57966,105214.9
2015-02-28 18:39:01.330,39.56449,1.286035,43610.96
2015-02-28 18:39:17.157,114.4126,17.24908,21533.22
2015-02-28 18:39:32.907,160.1953,0,38534.25
2015-02-28 18:39:48.758,355.9542,0,26816.82
2015-02-28 18:40:07.669,0,0,1170.764
2015-02-28 18:40:23.686,0,0,0
2015-02-28 18:40:46.153,0,0,0
2015-02-28 18:41:08.782,0,0,0
2015-02-28 18:41:24.605,0,0,0
2015-02-28 18:41:41.090,0,0,0
2015-02-28 18:41:57.178,0,0,0
2015-02-28 18:42:12.951,0,0,0
2015-02-28 18:42:28.789,0,0,0
2015-02-28 18:42:44.636,0,0,0
2015-02-28 18:43:00.600,0,0,0
2015-02-28 18:43:16.810,0,0,0
2015-02-28 18:43:32.592,0,0,0
2015-02-28 18:43:48.434,0,0,0
2015-02-28 18:44:04.249,0,0,0
2015-02-28 18:44:20.173,0,0,0
2015-02-28 18:44:35.998,0,0,0
2015-02-28 18:44:52.192,0,0,0
2015-02-28 18:45:07.977,0,0,0
2015-02-28 18:45:23.887,0,0,0
2015-02-28 18:45:39.802,0,0,0
2015-02-28 18:45:55.729,0,0,0
2015-02-28 18:46:12.374,0,0,0
