date,Draw,France,Wales
2015-02-28 17:01:27.910,3.439854,55.51155,41.39423
2015-02-28 17:01:43.675,3.296837,55.26875,41.94475
2015-02-28 17:01:59.986,3.371229,54.88411,42.00963
2015-02-28 17:02:15.854,3.37337,55.13457,42.01424
2015-02-28 17:02:31.713,3.403583,55.04663,41.99962
2015-02-28 17:02:47.790,3.417848,54.68947,42.10295
2015-02-28 17:03:07.061,3.399366,55.0082,41.9312
2015-02-28 17:03:23.191,3.421284,54.37977,42.60861
2015-02-28 17:03:38.863,3.558309,54.35223,42.02724
2015-02-28 17:03:54.701,3.357273,55.72713,41.59462
2015-02-28 17:04:10.508,3.507291,56.01353,40.8547
2015-02-28 17:04:27.718,3.414933,56.60821,40.92281
2015-02-28 17:04:48.462,3.481459,55.62185,41.2033
2015-02-28 17:05:04.665,3.443322,54.75332,42.36117
2015-02-28 17:05:20.766,3.554383,54.42044,42.26046
2015-02-28 17:05:36.474,3.448276,54.05405,42.73504
2015-02-28 17:05:52.288,3.461001,54.04976,42.90854
2015-02-28 17:06:08.559,3.461544,53.14919,44.63534
2015-02-28 17:06:24.251,3.448276,52.37846,45.27084
2015-02-28 17:06:40.043,3.56039,53.26136,44.59118
2015-02-28 17:06:55.825,3.556325,52.80002,43.47826
2015-02-28 17:07:11.606,3.470371,50.66025,46.87402
2015-02-28 17:07:27.244,3.561653,48.34748,48.80514
2015-02-28 17:07:43.077,3.448276,48.01024,49.61855
2015-02-28 17:07:59.062,3.448276,47.12879,49.55507
2015-02-28 17:08:14.876,3.504667,46.98679,49.55683
2015-02-28 17:08:30.679,3.553119,46.81744,49.68207
2015-02-28 17:08:46.415,3.555977,47.18482,49.23143
2015-02-28 17:09:02.039,3.554367,46.93398,49.72
2015-02-28 17:09:17.663,3.495853,46.93279,49.35019
2015-02-28 17:09:33.791,3.524294,48.41786,48.62668
2015-02-28 17:09:49.401,3.486393,47.87381,48.82139
2015-02-28 17:10:05.381,3.526839,47.68436,49.00894
2015-02-28 17:10:21.307,3.422769,46.79951,49.89153
2015-02-28 17:10:37.078,3.389995,46.3671,50.34767
2015-02-28 17:10:52.835,3.353584,46.05133,50.74083
2015-02-28 17:11:08.807,3.3907,45.43368,51.25766
2015-02-28 17:11:24.459,3.351446,46.10933,51.041
2015-02-28 17:11:40.268,3.35628,46.28597,51.05511
2015-02-28 17:11:56.339,3.432034,45.45455,51.67076
2015-02-28 17:12:12.588,3.253016,45.74965,51.19868
2015-02-28 17:12:28.249,3.430005,48.07692,48.98015
2015-02-28 17:12:44.073,3.415304,47.52446,49.52508
2015-02-28 17:12:59.911,3.157396,51.08498,46.76544
2015-02-28 17:13:17.409,3.160309,52.95482,45.21319
2015-02-28 17:13:33.185,3.319665,50.18265,46.20196
2015-02-28 17:13:48.836,3.303528,50.68654,45.12804
2015-02-28 17:14:04.536,3.324068,49.43243,47.57726
2015-02-28 17:14:21.116,3.351235,49.97182,47.5794
2015-02-28 17:14:36.997,3.351235,49.88262,46.58032
2015-02-28 17:14:52.750,3.434906,49.8867,47.08258
2015-02-28 17:15:08.472,3.246255,50.24838,47.11329
2015-02-28 17:15:24.476,3.39657,48.83751,47.10322
2015-02-28 17:15:40.271,3.344546,51.36682,45.98881
2015-02-28 17:15:56.178,3.34254,51.54639,45.81662
2015-02-28 17:16:11.972,3.446032,51.53989,45.56888
2015-02-28 17:16:28.149,3.384575,50.40246,46.52193
2015-02-28 17:16:44.003,3.363591,51.9775,43.66616
2015-02-28 17:16:59.862,3.397466,51.96706,44.64286
2015-02-28 17:17:16.307,3.381478,52.06098,45.29886
2015-02-28 17:17:32.196,3.448276,51.65456,45.34489
2015-02-28 17:17:51.045,3.392047,51.92677,44.86688
2015-02-28 17:18:13.497,3.444835,52.06908,44.56449
2015-02-28 17:18:33.380,3.361608,52.48919,43.18551
2015-02-28 17:18:49.042,3.458695,52.67815,43.5225
2015-02-28 17:19:05.325,3.571429,53.18862,43.20883
2015-02-28 17:19:22.138,3.557499,53.65085,42.98291
2015-02-28 17:19:38.193,3.560767,53.64077,43.19733
2015-02-28 17:19:53.973,3.703704,53.37855,43.00979
2015-02-28 17:20:10.077,3.857198,53.72298,42.49159
2015-02-28 17:20:25.990,3.887605,53.43964,43.39057
2015-02-28 17:20:41.927,3.99924,52.79091,42.95577
2015-02-28 17:20:57.691,3.99258,52.40803,43.11316
2015-02-28 17:21:13.774,3.881185,52.556,43.63072
2015-02-28 17:21:29.471,4.059185,50.4989,44.87314
2015-02-28 17:21:50.843,4.074432,52.00317,44.1056
2015-02-28 17:22:06.776,4,51.09932,45.87156
2015-02-28 17:22:23.905,4,51.42292,46.05728
2015-02-28 17:22:40.123,4.160823,50.19652,45.73721
2015-02-28 17:22:56.399,4.119671,50.31904,45.68788
2015-02-28 17:23:12.299,4.018662,51.44802,45.10006
2015-02-28 17:23:28.307,4.149282,52.35788,43.87168
2015-02-28 17:23:44.243,3.981809,52.12062,44.32548
2015-02-28 17:24:00.332,4.166667,51.83187,44.41593
2015-02-28 17:24:16.521,4.347826,51.43277,44.24678
2015-02-28 17:24:32.666,4.313847,52.08333,43.91782
2015-02-28 17:24:53.653,4.333801,51.70945,44.24779
2015-02-28 17:25:09.614,4.383293,52.65017,42.87482
2015-02-28 17:25:25.945,4.434903,53.91044,41.16377
2015-02-28 17:25:41.928,4.347826,55.37465,39.64121
2015-02-28 17:25:57.898,4.284782,56.90598,38.75969
2015-02-28 17:26:13.773,4.374867,57.28386,38.5396
2015-02-28 17:26:29.529,4.389891,57.26644,38.68622
2015-02-28 17:26:47.372,4.385178,56.46588,39.08937
2015-02-28 17:27:03.127,4.334677,55.91488,39.37195
2015-02-28 17:27:19.017,4.355069,54.03907,41.67443
2015-02-28 17:27:35.091,4.28886,54.14794,42.16536
2015-02-28 17:27:50.978,4.347826,53.53998,41.32231
2015-02-28 17:28:07.463,4.34544,52.52912,44.38005
2015-02-28 17:28:24.356,4.509554,52.64445,43.12757
2015-02-28 17:28:44.790,4.538374,51.84796,44.43363
2015-02-28 17:29:01.089,4.436266,48.82145,47.07399
2015-02-28 17:29:17.880,4.482132,47.44527,48.58802
2015-02-28 17:29:34.058,4.463825,47.60884,47.86069
2015-02-28 17:29:49.954,4.540514,49.07374,46.41288
2015-02-28 17:30:05.963,4.516039,49.39345,46.34381
2015-02-28 17:30:21.850,4.405978,49.00524,46.60093
2015-02-28 17:30:37.874,4.537912,48.66124,46.39941
2015-02-28 17:30:54.154,4.31071,49.52644,46.21345
2015-02-28 17:31:09.902,4.310174,48.01944,51.24337
2015-02-28 17:31:25.905,4.3345,45.78088,50.65253
2015-02-28 17:31:41.906,4.185375,45.59932,50.53226
2015-02-28 17:31:58.177,4.2403,45.93615,50.00592
2015-02-28 17:32:14.247,4.257865,45.71128,50.18697
2015-02-28 17:32:30.598,4.293893,45.17197,50.17519
2015-02-28 17:32:46.344,4.371337,45.00525,50.15365
2015-02-28 17:33:02.100,4.331162,44.81555,50.97806
2015-02-28 17:33:17.985,4.34587,44.5513,51.17516
2015-02-28 17:33:33.945,4.345579,43.90149,51.74797
2015-02-28 17:33:52.151,4.471606,43.80737,51.62041
2015-02-28 17:34:08.781,4.678481,43.47826,52.32961
2015-02-28 17:34:24.647,4.500102,43.27366,52.58565
2015-02-28 17:34:40.666,4.698171,42.84819,52.99566
2015-02-28 17:34:56.745,4.762996,43.90978,50.39929
2015-02-28 17:35:12.549,4.695246,45.06807,51.16667
2015-02-28 17:35:28.497,4.739188,45.36242,50.6687
2015-02-28 17:35:44.384,4.822932,46.52566,49.544
2015-02-28 17:36:00.611,4.949862,49.23294,48.33712
2015-02-28 17:36:16.402,4.46956,46.14103,49.91632
2015-02-28 17:36:32.281,4.658893,47.27833,47.87645
2015-02-28 17:36:48.633,4.471578,47.41044,48.17309
2015-02-28 17:37:05.748,4.556581,46.98329,48.55496
2015-02-28 17:37:21.753,4.746821,46.05404,49.7341
2015-02-28 17:37:38.039,4.786729,46.10678,49.11036
2015-02-28 17:37:53.818,5.000195,45.11011,49.08961
2015-02-28 17:38:09.683,5.114769,46.19403,48.79556
2015-02-28 17:38:26.218,5.013794,45.79872,49.98466
2015-02-28 17:38:45.382,5.146638,45.52126,49.9805
2015-02-28 17:39:02.356,4.937395,45.49843,50.00983
2015-02-28 17:39:18.093,4.961284,45.13565,51.32538
2015-02-28 17:39:35.509,4.761212,41.59339,53.56928
2015-02-28 17:39:51.610,4.523703,40,55.55556
2015-02-28 17:40:07.301,4.771166,40.42466,54.46152
2015-02-28 17:40:23.182,4.626747,42.93208,52.78661
2015-02-28 17:40:39.788,4.96633,45.04505,50.27688
2015-02-28 17:40:55.511,4.738505,42.95062,52.95438
2015-02-28 17:41:11.999,4.910988,46.47564,51.58474
2015-02-28 17:41:27.766,4.967528,47.31676,47.64624
2015-02-28 17:41:43.571,5.031269,47.71154,47.62451
2015-02-28 17:41:59.411,5.113183,47.20592,48.03202
2015-02-28 17:42:15.167,4.965164,49.07217,45.31976
2015-02-28 17:42:30.989,5.262332,50,44.84285
2015-02-28 17:42:47.249,5.263158,50.42797,44.45688
2015-02-28 17:43:03.167,5.353346,51.68387,43.25509
2015-02-28 17:43:19.235,5.714286,49.81301,43.49744
2015-02-28 17:43:35.197,6.25,46.26382,47.61905
2015-02-28 17:43:50.987,6.208733,46.1829,47.62791
2015-02-28 17:44:09.923,6.132721,45.68408,47.73974
2015-02-28 17:44:25.858,6.161585,45.35821,49.45853
2015-02-28 17:44:42.526,6.246174,44.99675,48.82425
2015-02-28 17:44:58.438,6.091565,44.47914,49.11085
2015-02-28 17:45:15.089,6.072738,44.79031,49.56937
2015-02-28 17:45:30.994,5.997317,44.90382,49.31632
2015-02-28 17:45:47.338,6.25,44.59585,49.36004
2015-02-28 17:46:03.395,6.25,44.29135,49.01961
2015-02-28 17:46:19.259,6.279806,44.26264,49.18282
2015-02-28 17:46:35.913,6.439992,44.25142,49.63446
2015-02-28 17:46:51.827,6.334403,43.0251,50.24003
2015-02-28 17:47:07.619,6.145256,43.28568,50.52631
2015-02-28 17:47:24.085,6.0638,43.61924,50.45826
2015-02-28 17:47:39.983,6.060606,43.14128,50.76419
2015-02-28 17:47:56.182,6.09815,43.65939,50.61977
2015-02-28 17:48:12.023,6.164949,43.29805,50.3818
2015-02-28 17:48:27.886,6.221185,43.85965,50.32765
2015-02-28 17:48:43.723,6.221185,43.46458,50.64808
2015-02-28 17:48:59.542,5.947968,43.28092,50.76302
2015-02-28 17:49:15.565,5.956459,43.02839,51.14011
2015-02-28 17:49:31.345,6.182084,43.36703,50.80121
2015-02-28 17:49:48.166,5.955525,42.82837,51.17342
2015-02-28 17:50:03.938,6.240192,41.41281,51.80277
2015-02-28 17:50:19.871,6.116208,42.66106,51.56429
2015-02-28 17:50:35.762,5.910792,42.23778,51.7718
2015-02-28 17:50:52.030,6.187053,42.09287,51.69598
2015-02-28 17:51:08.110,6.25,42.37288,51.65837
2015-02-28 17:51:25.799,6.17638,42.09069,51.60264
2015-02-28 17:51:41.605,6.075949,42.06621,51.68345
2015-02-28 17:51:57.786,6.06127,42.37288,51.69126
2015-02-28 17:52:13.618,6.060606,42.73504,51.63895
2015-02-28 17:52:29.386,5.920988,42.50086,51.66627
2015-02-28 17:52:45.443,5.974553,42.73504,51.47577
2015-02-28 17:53:01.499,5.887358,43.18565,51.36936
2015-02-28 17:53:17.385,5.603046,43.18519,51.48637
2015-02-28 17:53:33.897,5.513731,43.26633,51.28205
2015-02-28 17:53:50.063,5.81088,43.55931,51.16114
2015-02-28 17:54:06.057,5.555556,43.47826,51.26355
2015-02-28 17:54:22.233,5.68736,43.46542,51.06198
2015-02-28 17:54:38.268,5.714286,43.45666,51.2139
2015-02-28 17:54:55.762,5.714286,43.42511,51.27946
2015-02-28 17:55:12.959,5.714286,43.44623,51.05514
2015-02-28 17:55:28.868,5.849057,43.44416,51.0198
2015-02-28 17:55:44.813,5.849057,43.43746,50.92871
2015-02-28 17:56:01.446,5.95141,44.09096,50.37885
2015-02-28 17:56:17.446,5.948079,46.56949,48.2546
2015-02-28 17:56:33.606,5.76023,46.8037,47.67561
2015-02-28 17:56:49.461,6.038426,47.74142,46.81431
2015-02-28 17:57:05.518,6.183232,48.34236,45.95765
2015-02-28 17:57:21.882,6.21769,47.56458,46.60747
2015-02-28 17:57:37.870,5.906247,45.98537,47.22144
2015-02-28 17:57:53.966,5.833426,44.13091,50.48034
2015-02-28 17:58:09.946,5.477298,46.28476,50.18891
2015-02-28 17:58:27.066,5.848111,49.94754,45.53394
2015-02-28 17:58:43.766,5.49423,50.37149,44.66551
2015-02-28 17:58:59.722,5.372143,49.89822,44.31026
2015-02-28 17:59:22.643,5.448729,45.03441,49.1743
2015-02-28 17:59:40.788,6.044282,45.11751,49.01961
2015-02-28 17:59:57.047,5.762111,44.8561,49.07491
2015-02-28 18:00:12.933,5.549456,45.52101,48.96861
2015-02-28 18:00:30.114,6.126054,46.19629,47.68539
2015-02-28 18:00:46.134,6.05585,48.39494,46.64132
2015-02-28 18:01:06.936,6.044237,48.54403,46.59019
2015-02-28 18:01:22.775,5.957752,49.09675,45.8849
2015-02-28 18:01:38.625,5.663172,47.91016,46.36537
2015-02-28 18:01:55.330,5.7464,47.49492,47.57368
2015-02-28 18:02:11.318,5.755195,47.18007,47.07642
2015-02-28 18:02:27.410,5.939295,47.74475,46.13776
2015-02-28 18:02:43.178,5.808149,51.46451,41.1375
2015-02-28 18:02:59.321,6.164795,57.18694,40.73347
2015-02-28 18:03:15.789,6.442273,56.06257,35.11701
2015-02-28 18:03:31.558,6.716161,57.15222,36.92918
2015-02-28 18:03:47.290,7.142857,55.66215,37.27831
2015-02-28 18:04:07.579,7.142857,55.96716,36.62737
2015-02-28 18:04:23.479,8.032284,55.99124,35.78339
2015-02-28 18:04:39.372,8.333333,55.68423,35.51208
2015-02-28 18:04:55.235,7.465827,56.70024,35.43623
2015-02-28 18:05:10.990,7.828669,56.38993,35.51814
2015-02-28 18:05:27.691,7.463044,56.37011,36.27588
2015-02-28 18:05:43.608,7.262911,55.24847,38.14344
2015-02-28 18:05:59.373,7.395349,55.65697,38.31029
2015-02-28 18:06:15.158,7.513333,50.92574,41.67181
2015-02-28 18:06:31.018,7.666066,47.17384,45.45455
2015-02-28 18:06:46.930,7.19051,47.10707,45.66393
2015-02-28 18:07:03.680,7.692308,46.26514,46.23456
2015-02-28 18:07:24.607,7.898387,46.47497,45.87338
2015-02-28 18:07:40.555,7.699026,46.90708,45.0348
2015-02-28 18:07:56.483,7.793734,45.52011,46.63762
2015-02-28 18:08:12.914,7.879586,46.14164,46.26019
2015-02-28 18:08:29.244,7.751756,45.52602,46.13141
2015-02-28 18:08:45.099,7.753384,44.76014,49.50698
2015-02-28 18:09:01.291,8.011698,42.80055,49.49016
2015-02-28 18:09:17.174,8.0027,42.05016,49.91324
2015-02-28 18:09:33.369,7.853574,42.37525,49.99145
2015-02-28 18:09:53.651,7.55308,42.97516,49.95796
2015-02-28 18:10:10.427,7.779267,43.25685,49.58184
2015-02-28 18:10:26.463,8.016439,42.76676,49.2292
2015-02-28 18:10:42.631,8.333333,42.66848,49.08377
2015-02-28 18:10:58.846,7.976007,42.32225,50.00048
2015-02-28 18:11:15.023,8.206718,41.66998,51.50572
2015-02-28 18:11:30.874,8.263812,38.15911,54.57234
2015-02-28 18:11:46.887,8.680193,39.74548,52.35071
2015-02-28 18:12:03.527,8.152174,39.72934,52.64641
2015-02-28 18:12:19.454,8.008612,38.28045,53.57516
2015-02-28 18:12:35.510,7.647801,37.60695,55.7392
2015-02-28 18:12:51.348,7.241603,36.11596,57.31007
2015-02-28 18:13:07.165,7.83826,35.07277,57.44862
2015-02-28 18:13:23.576,7.542509,36.30645,57.17062
2015-02-28 18:13:39.360,7.618253,35.08571,57.14278
2015-02-28 18:13:55.235,6.930167,35.82471,57.91857
2015-02-28 18:14:11.387,7.066811,36.5387,56.29321
2015-02-28 18:14:27.188,7.670141,39.23611,52.81638
2015-02-28 18:14:43.155,7.682228,37.74791,54.69616
2015-02-28 18:15:02.028,8.104033,38.21875,55.01739
2015-02-28 18:15:17.808,7.898527,38.70261,53.64346
2015-02-28 18:15:34.076,8.180401,37.18923,55.41846
2015-02-28 18:15:50.351,6.120028,31.25,55.41846
2015-02-28 18:16:06.321,4.500928,24.30965,71.37637
2015-02-28 18:16:22.247,4.370005,21.20792,73.34489
2015-02-28 18:16:38.459,4.299368,20.41709,75.22153
2015-02-28 18:16:54.603,3.260561,19.71762,76.9009
2015-02-28 18:17:10.969,3.125,19.08749,77.85301
2015-02-28 18:17:26.973,3.204414,18.822,78.02005
2015-02-28 18:17:43.161,2.931569,18.93743,78.4464
2015-02-28 18:17:59.241,2.768786,19.11413,78.00578
2015-02-28 18:18:16.077,2.721593,19.05772,78.43866
2015-02-28 18:18:32.186,2.734497,18.70668,78.82204
2015-02-28 18:18:48.118,2.568289,17.50386,80.28885
2015-02-28 18:19:04.429,2.254173,16.61879,80.86495
2015-02-28 18:19:20.312,2.042222,16.59164,81.98691
2015-02-28 18:19:51.239,2,16.18038,82.35777
2015-02-28 18:20:35.870,2,16.18038,83.51648
2015-02-28 18:20:51.792,1.437234,9.118497,89.52714
2015-02-28 18:21:07.586,1.493931,8.874198,90.25617
2015-02-28 18:21:23.362,1.493786,9.575583,89.33531
2015-02-28 18:21:39.145,1.424484,9.575583,90.79841
2015-02-28 18:21:55.505,1.216899,5.405405,92.55721
2015-02-28 18:22:11.390,1.177528,5.405405,94.37619
2015-02-28 18:22:27.185,1.442674,4.65949,93.77472
2015-02-28 18:22:42.998,1.393745,5.093513,92.94671
2015-02-28 18:22:58.826,1.428571,7.870985,91.39242
2015-02-28 18:23:14.918,1.742087,7.771742,90.30607
2015-02-28 18:23:31.087,1.376764,9.735304,89.66434
2015-02-28 18:23:47.076,1.658753,10.60247,87.94806
2015-02-28 18:24:02.953,1.561007,10.50903,86.17799
2015-02-28 18:24:18.722,1.537787,14.34233,84.56295
2015-02-28 18:24:34.899,1.704516,20,82.09591
2015-02-28 18:24:50.735,2.782959,19.89652,77.07658
2015-02-28 18:25:06.845,2.88548,19.90518,76.16612
2015-02-28 18:25:23.326,2.877417,21.24204,76.69361
2015-02-28 18:25:40.946,2.227221,20.27727,77.28618
2015-02-28 18:25:57.722,2.528789,23.75538,73.99512
2015-02-28 18:26:13.535,2.256439,24.53064,73.82648
2015-02-28 18:26:30.375,2.585267,25.54284,71.9206
2015-02-28 18:26:46.186,2.861113,25.37605,72.439
2015-02-28 18:27:02.357,2.790315,27.27333,70.49029
2015-02-28 18:27:18.142,2.917463,26.75305,70.39769
2015-02-28 18:27:34.019,2.934253,25.89407,70.90238
2015-02-28 18:27:49.790,2.759415,25.36957,72.70843
2015-02-28 18:28:05.541,2.772067,24.10623,74.58033
2015-02-28 18:28:21.434,2.770756,20.91197,76.99494
2015-02-28 18:28:37.489,2.784355,19.60225,78.62566
2015-02-28 18:28:53.414,2.597859,17.47278,80.04467
2015-02-28 18:29:09.250,2.350445,18.34142,79.05337
2015-02-28 18:29:25.658,2.316639,18.18703,78.9796
2015-02-28 18:29:41.559,2.462365,17.72332,80.64931
2015-02-28 18:29:57.875,3.511013,11.63415,84.1846
2015-02-28 18:30:13.683,5.692012,9.687132,85.85005
2015-02-28 18:30:29.528,6.199134,8.114981,85.89291
2015-02-28 18:30:45.989,6.610729,7.15313,86.01571
2015-02-28 18:31:01.718,6.850814,6.710119,87.20925
2015-02-28 18:31:17.566,7.74536,6.296425,87.32497
2015-02-28 18:31:33.327,7.715514,5.889338,87.24309
2015-02-28 18:31:49.224,8.20245,6.324402,85.15705
2015-02-28 18:32:04.958,8.497261,5.86288,85.07889
2015-02-28 18:32:20.705,8.888848,6.808753,84.12415
2015-02-28 18:32:36.866,10.27463,6.346202,84.38398
2015-02-28 18:32:52.727,9.872442,4.809044,87.56169
2015-02-28 18:33:08.844,9.004802,4.254361,87.59958
2015-02-28 18:33:24.711,8.317484,3.33325,88.06625
2015-02-28 18:33:40.535,8.578777,3.5395,87.9555
2015-02-28 18:33:56.450,8.885135,3.333333,88.01135
2015-02-28 18:34:12.362,8.778219,3.107739,88.25
2015-02-28 18:34:28.103,8.814444,3.218042,88.46531
2015-02-28 18:34:44.244,8.959086,3.125,88.09897
2015-02-28 18:35:00.061,8.822372,2.36247,88.90498
2015-02-28 18:35:15.950,8.102268,2.272727,89.86192
2015-02-28 18:35:32.415,9.162539,3.542491,88.36196
2015-02-28 18:35:50.534,12.74319,3.990142,81.41032
2015-02-28 18:36:06.303,13.74717,3.879152,82.03777
2015-02-28 18:36:22.107,15.815,3.83814,79.74334
2015-02-28 18:36:37.981,17.31646,5.613741,77.37356
2015-02-28 18:36:53.702,17.65789,6.750709,73.13969
2015-02-28 18:37:09.926,20.67908,10.47566,66.12498
2015-02-28 18:37:25.766,9.983212,3.800931,85.47032
2015-02-28 18:37:41.615,7.713466,1.25,91.68539
2015-02-28 18:37:57.578,14.14068,1.25,90.29432
2015-02-28 18:38:13.347,10.89481,1.25,87.13769
2015-02-28 18:38:29.091,8.911565,0.3333333,91.28141
2015-02-28 18:38:45.468,3.9051,0.2,92.79854
2015-02-28 18:39:01.330,2.04918,0.1,98.3024
2015-02-28 18:39:17.157,2.441511,0.1,97.80271
2015-02-28 18:39:32.907,2.982904,0.1,97.2782
2015-02-28 18:39:48.758,2.855581,0.1,97.64304
2015-02-28 18:40:07.669,2.855581,0.1,99.0099
2015-02-28 18:40:23.686,2.855581,0.1,99.0099
2015-02-28 18:40:46.153,2.855581,0.1,99.0099
2015-02-28 18:41:08.782,2.855581,0.1,99.0099
2015-02-28 18:41:24.605,2.855581,0.1,99.0099
2015-02-28 18:41:41.090,2.855581,0.1,99.0099
2015-02-28 18:41:57.178,2.855581,0.1,99.0099
2015-02-28 18:42:12.951,2.855581,0.1,99.0099
2015-02-28 18:42:28.789,2.855581,0.1,99.0099
2015-02-28 18:42:44.636,2.855581,0.1,99.0099
2015-02-28 18:43:00.600,2.855581,0.1,99.0099
2015-02-28 18:43:16.810,2.855581,0.1,99.0099
2015-02-28 18:43:32.592,2.855581,0.1,99.0099
2015-02-28 18:43:48.434,2.855581,0.1,99.0099
2015-02-28 18:44:04.249,2.855581,0.1,99.0099
2015-02-28 18:44:20.173,2.855581,0.1,99.0099
2015-02-28 18:44:35.998,2.855581,0.1,99.0099
2015-02-28 18:44:52.192,2.855581,0.1,99.0099
2015-02-28 18:45:07.977,2.855581,0.1,99.0099
2015-02-28 18:45:23.887,2.855581,0.1,99.0099
2015-02-28 18:45:39.802,2.855581,0.1,99.0099
2015-02-28 18:45:55.729,2.855581,0.1,99.0099
2015-02-28 18:46:12.374,2.855581,0.1,99.0099
