date,Australia,Draw,Ireland
2014-11-22 17:11:38.719,52.31251,6.25,41.32231
2014-11-22 17:11:59.543,52.36286,6.25,41.07733
2014-11-22 17:12:20.346,50.29956,6.802085,43.03715
2014-11-22 17:12:40.970,48.21137,6.412954,44.08003
2014-11-22 17:13:01.723,48.60348,6.569107,45.58099
2014-11-22 17:13:22.342,48.56744,6.189504,45.46906
2014-11-22 17:13:42.958,49.02741,5.567019,44.587
2014-11-22 17:14:03.606,46.78659,6.390057,47.79692
2014-11-22 17:14:24.654,46.34255,6.245934,48.79491
2014-11-22 17:14:45.703,46.08199,6.337612,47.97275
2014-11-22 17:15:06.307,43.85965,6.896552,48.93609
2014-11-22 17:15:26.902,44.67088,6.451613,49.01845
2014-11-22 17:15:48.750,43.85965,6.630422,49.01961
2014-11-22 17:16:09.317,44.55222,6.544872,49.48772
2014-11-22 17:16:30.862,44.16978,6.451613,49.50495
2014-11-22 17:16:52.462,44.20463,6.451613,49.40313
2014-11-22 17:17:13.137,43.50831,6.618719,49.73405
2014-11-22 17:17:33.823,43.48242,6.666667,50
2014-11-22 17:17:54.593,43.69204,6.666667,49.61856
2014-11-22 17:18:16.602,43.61016,6.666667,50
2014-11-22 17:18:37.395,43.1598,6.458385,50.16343
2014-11-22 17:18:58.136,43.83905,6.660448,49.26364
2014-11-22 17:19:18.846,42.36044,6.667182,51.02041
2014-11-22 17:19:39.593,42.73504,6.76371,50.50505
2014-11-22 17:20:00.282,42.49247,6.666667,50.75266
2014-11-22 17:20:20.888,42.49247,6.666667,50.50505
2014-11-22 17:20:41.482,43.10345,6.679269,50.74595
2014-11-22 17:21:02.344,42.84323,6.896552,50.525
2014-11-22 17:21:23.094,42.92495,6.896552,50.25013
2014-11-22 17:21:43.760,43.03568,6.896552,50.25126
2014-11-22 17:22:04.580,42.88039,7.069833,50.05506
2014-11-22 17:22:25.614,43.10345,6.896552,49.88497
2014-11-22 17:22:46.435,43.46691,6.896552,50.24165
2014-11-22 17:23:07.615,42.96995,7.142857,49.90883
2014-11-22 17:23:28.345,43.10345,6.946612,49.81
2014-11-22 17:23:53.818,42.83154,6.963938,50.17791
2014-11-22 17:24:14.540,42.42415,7.142857,50.12318
2014-11-22 17:24:35.336,42.42415,7.142857,50.76142
2014-11-22 17:24:56.600,42.37288,7.126606,50.50989
2014-11-22 17:25:17.815,42.37288,7.142857,50.50989
2014-11-22 17:25:38.600,42.44276,6.896552,50.46524
2014-11-22 17:25:59.341,42.73504,6.896552,50.50334
2014-11-22 17:26:19.980,42.65417,6.936416,50.76142
2014-11-22 17:26:40.809,42.73504,6.666667,50.50505
2014-11-22 17:27:01.974,42.73504,6.666667,50.52327
2014-11-22 17:27:22.746,42.73504,7.134976,50.713
2014-11-22 17:27:43.927,43.38622,6.666667,50.635
2014-11-22 17:28:04.568,43.10345,7.104213,50.49357
2014-11-22 17:28:25.123,42.77871,7.095203,50.27719
2014-11-22 17:28:46.028,42.73557,7.133168,50.00899
2014-11-22 17:29:06.811,43.10258,6.851742,50.01148
2014-11-22 17:29:27.819,43.47047,6.578002,49.82569
2014-11-22 17:29:48.795,43.75451,6.196067,50.01432
2014-11-22 17:30:09.607,44.16659,6.558296,49.20075
2014-11-22 17:30:30.740,47.15277,6.834072,46.70636
2014-11-22 17:30:52.102,45.57652,6.118668,47.55593
2014-11-22 17:31:12.894,42.31203,5.882353,51.61349
2014-11-22 17:31:33.907,41.2706,6.666667,51.70801
2014-11-22 17:31:54.703,41.98532,6.696313,51.55313
2014-11-22 17:32:15.365,41.99297,6.74003,51.54639
2014-11-22 17:32:36.027,40.43552,7.142857,49.91804
2014-11-22 17:32:56.923,40.5375,6.598692,53.35531
2014-11-22 17:33:17.691,38.77292,5.882353,55.79962
2014-11-22 17:33:38.491,37.4633,6.681737,56.36872
2014-11-22 17:33:59.174,37.87879,6.681737,56.44073
2014-11-22 17:34:20.173,38.15723,6.060606,57.25759
2014-11-22 17:34:41.131,34.84843,6.553511,58.80599
2014-11-22 17:35:01.818,35.66945,5.942075,57.89383
2014-11-22 17:35:22.630,35.57192,5.631148,58.82353
2014-11-22 17:35:43.543,35.82281,5.78185,57.47677
2014-11-22 17:36:04.640,36.20353,5.487449,58.57063
2014-11-22 17:36:25.330,36.352,4.938178,58.82175
2014-11-22 17:36:46.006,36.33885,5.604431,57.86734
2014-11-22 17:37:07.016,42.4904,6.604948,51.65812
2014-11-22 17:37:27.879,42.07192,7.309479,50.50228
2014-11-22 17:37:48.835,43.62507,6.762653,50.03813
2014-11-22 17:38:09.761,44.41981,6.762653,48.63813
2014-11-22 17:38:30.342,43.64344,7.400775,49.03543
2014-11-22 17:38:50.946,43.62894,6.667774,49.68243
2014-11-22 17:39:12.090,43.47826,6.896552,50.25126
2014-11-22 17:39:32.958,43.47745,6.451613,50.25371
2014-11-22 17:39:53.562,43.47826,6.489459,50.02754
2014-11-22 17:40:14.359,43.47826,6.695659,49.50495
2014-11-22 17:40:35.456,44.34642,7.131813,49.59925
2014-11-22 17:40:56.240,38.8409,7.181804,53.76344
2014-11-22 17:41:16.970,38.93639,7.257615,54.25294
2014-11-22 17:41:37.556,41.7229,7.513429,50.66529
2014-11-22 17:41:58.446,41.77909,7.688158,48.2635
2014-11-22 17:42:19.458,42.01637,7.520554,50.36853
2014-11-22 17:42:40.578,46.28595,7.803898,46.90481
2014-11-22 17:43:01.771,48.05018,8.29537,44.32044
2014-11-22 17:43:22.603,48.1002,8.027339,44.01924
2014-11-22 17:43:43.375,48.72616,8.333333,42.92665
2014-11-22 17:44:08.038,44.53032,9.241956,46.83919
2014-11-22 17:44:28.722,39.89794,10,50.30457
2014-11-22 17:44:49.362,39.70101,10,49.94733
2014-11-22 17:45:09.987,42.37001,9.540229,50.50361
2014-11-22 17:45:30.745,45.04505,11.36364,46.54754
2014-11-22 17:45:51.850,41.78062,11.36364,46.72897
2014-11-22 17:46:12.847,39.0625,10.78429,46.72897
2014-11-22 17:46:33.559,36.74098,11.20092,49.50495
2014-11-22 17:46:54.380,38.11148,11.17705,48.99281
2014-11-22 17:47:15.257,37.48743,10.44897,51.30465
2014-11-22 17:47:35.970,39.10388,9.52381,53.02031
2014-11-22 17:47:56.829,38.08947,11.3229,54.15889
2014-11-22 17:48:22.772,40.1066,11.36364,52.82846
2014-11-22 17:48:44.230,36.58125,11.52532,50.49185
2014-11-22 17:49:05.141,38.45628,11.81455,50.01666
2014-11-22 17:49:25.817,40.82947,11.62791,47.49113
2014-11-22 17:49:46.606,39.8517,12.5,46.82637
2014-11-22 17:50:07.423,35.71429,12.5,46.51987
2014-11-22 17:50:28.447,38.07947,15.42094,46.31769
2014-11-22 17:50:49.459,33.78615,12.79272,50.02018
2014-11-22 17:51:12.128,35.23416,13.33707,52.04834
2014-11-22 17:51:32.794,36.53056,14.28571,50.12687
2014-11-22 17:51:55.696,35.94286,14.26036,50.2231
2014-11-22 17:52:16.758,35.79235,14.29006,49.30081
2014-11-22 17:52:37.616,30.90406,12.98665,55.26292
2014-11-22 17:53:03.679,30.73319,12.51093,56.51048
2014-11-22 17:53:24.680,30.96685,13.3169,57.07713
2014-11-22 17:53:45.473,31.25,13.05165,56.64667
2014-11-22 17:54:06.303,31.44528,14.00818,55.85249
2014-11-22 17:54:27.494,29.8153,14.80314,59.40101
2014-11-22 17:54:48.190,27.85422,12.6182,57.83223
2014-11-22 17:55:08.927,28.03881,14.19531,57.25298
2014-11-22 17:55:29.668,27.38285,13.3549,58.27723
2014-11-22 17:55:50.407,28.17691,11.36364,57.42815
2014-11-22 17:56:11.211,26.03032,14.33265,58.69946
2014-11-22 17:56:32.032,23.11552,14.71802,59.71963
2014-11-22 17:56:52.699,24.48343,14.14546,60.77541
2014-11-22 17:57:13.424,27.9221,13.687,58.14616
2014-11-22 17:57:34.447,29.45857,13.44799,58.30147
2014-11-22 17:57:55.135,28.57143,13.22107,57.83728
2014-11-22 17:58:15.844,31.21915,13.10882,56.69912
2014-11-22 17:58:36.503,31.74603,12.98399,54.63891
2014-11-22 17:58:57.079,34.95242,13.40925,52.66338
2014-11-22 17:59:17.719,31.83583,14.22545,51.93695
2014-11-22 17:59:38.309,32.61141,15.61223,51.50342
2014-11-22 17:59:58.976,32.19024,16.48548,52.07282
2014-11-22 18:00:19.959,33.55615,14.70588,51.66717
2014-11-22 18:00:41.320,36.03607,13.87537,51.59775
2014-11-22 18:01:02.096,28.57654,12.34863,54.11877
2014-11-22 18:01:22.834,33.72879,12.12841,54.38183
2014-11-22 18:01:43.640,30.04958,12.41474,57.1683
2014-11-22 18:02:04.630,27.48842,14.72615,57.04998
2014-11-22 18:02:25.667,28.96538,15.15152,55.55556
2014-11-22 18:02:46.417,28.21113,16.66667,56.42733
2014-11-22 18:03:07.135,25.76396,16.46673,58.1059
2014-11-22 18:03:27.774,25.47907,16.66667,58.05594
2014-11-22 18:03:48.652,26.02384,16.51667,59.12432
2014-11-22 18:04:09.496,25,14.30645,60.24096
2014-11-22 18:04:32.853,30.83457,12.60189,58.82353
2014-11-22 18:04:53.597,28.57143,12.81576,59.41539
2014-11-22 18:05:14.351,26.61295,14.0244,59.22256
2014-11-22 18:05:35.179,24.44168,14.47543,60.60606
2014-11-22 18:05:56.008,27.33808,14.77568,59.73101
2014-11-22 18:06:16.748,32.23661,15.43471,47.28087
2014-11-22 18:06:37.446,32.25806,15.23631,54.49305
2014-11-22 18:06:58.604,35.26661,16.12903,53.18391
2014-11-22 18:07:19.316,30.0675,16.14787,53.79131
2014-11-22 18:07:40.355,30.16002,16.82634,53.78481
2014-11-22 18:08:00.928,24.5709,17.34617,56.54376
2014-11-22 18:08:21.584,17.32208,11.3738,70.37312
2014-11-22 18:08:42.329,15.28575,13.69756,73.31944
2014-11-22 18:09:03.236,16.66667,11.93066,72.66094
2014-11-22 18:09:23.936,16.3651,18.00497,70.91649
2014-11-22 18:09:44.564,12.20843,20,66.4959
2014-11-22 18:10:05.371,14.73172,18.78985,68.59008
2014-11-22 18:10:26.147,13.64376,16.64171,66.72475
2014-11-22 18:10:46.828,15.91797,16.87986,70.64355
2014-11-22 18:11:07.556,10.90858,15.01213,74.94753
2014-11-22 18:11:28.280,10.90858,8.263396,77.07958
2014-11-22 18:11:49.222,11.86752,10,76.83669
2014-11-22 18:12:09.973,13.22296,10.08104,77.59685
2014-11-22 18:12:30.796,11.75212,11.05203,77.42323
2014-11-22 18:12:51.667,10.27279,10.84945,78.11421
2014-11-22 18:13:12.380,10.35337,8.023862,80.41829
2014-11-22 18:13:33.222,12.28349,14.85788,75.8636
2014-11-22 18:13:53.924,12.82825,12.46175,73.07775
2014-11-22 18:14:14.731,12.87829,15.42096,71.82464
2014-11-22 18:14:35.346,11.82168,16.10508,74.85849
2014-11-22 18:14:56.174,10,5.036884,81.72926
2014-11-22 18:15:16.884,10,5.036884,98.03922
2014-11-22 18:15:37.517,10,5.036884,99.0099
2014-11-22 18:15:58.422,10,5.036884,99.0099
2014-11-22 18:16:19.186,10,5.036884,99.0099
