date,Draw,France,Ireland
2015-02-14 17:18:03.227,2.958458,23.88225,73.32952
2015-02-14 17:18:18.921,3.15414,23.80952,73.5005
2015-02-14 17:18:34.533,3.382996,23.71954,73.20837
2015-02-14 17:18:50.541,3.441538,23.30294,73.52747
2015-02-14 17:19:06.164,3.571831,23.10279,72.97541
2015-02-14 17:19:21.923,3.549564,23.46226,73.3596
2015-02-14 17:19:37.821,3.466661,22.83149,73.93666
2015-02-14 17:19:54.117,3.405579,22.1397,74.19362
2015-02-14 17:20:09.755,3.212054,20.09649,76.92308
2015-02-14 17:20:25.347,3.335758,19.97487,76.87929
2015-02-14 17:20:40.965,3.304248,20.7938,76.12099
2015-02-14 17:20:56.959,3.278762,20,76.88087
2015-02-14 17:21:12.586,3.333333,20,76.92308
2015-02-14 17:21:28.425,3.160698,20.0128,76.95259
2015-02-14 17:21:44.253,3.160698,20.83333,76.92179
2015-02-14 17:21:59.962,3.122021,20.05125,76.80557
2015-02-14 17:22:15.752,3.173989,19.56502,77.6761
2015-02-14 17:22:31.376,2.817187,19.18793,78.125
2015-02-14 17:22:47.180,2.941176,19.10005,78.26151
2015-02-14 17:23:07.283,3.056044,19.10072,78.47795
2015-02-14 17:23:23.006,3.114045,18.86792,78.72892
2015-02-14 17:23:38.852,3.004913,18.16395,78.7699
2015-02-14 17:23:55.291,2.93273,16.66667,80.45876
2015-02-14 17:24:11.061,2.855275,16.66667,80.53392
2015-02-14 17:24:27.393,2.777778,16.94915,81.95684
2015-02-14 17:24:43.173,2.941176,16.94915,79.21714
2015-02-14 17:24:58.924,2.948745,19.53487,79.29976
2015-02-14 17:25:14.783,3.102269,18.02953,78.47691
2015-02-14 17:25:30.539,2.777778,19.32036,78.17313
2015-02-14 17:25:46.136,2.975661,19.22317,77.82326
2015-02-14 17:26:01.746,2.975661,19.23077,77.75738
2015-02-14 17:26:17.312,2.858269,18.21004,78.54138
2015-02-14 17:26:32.951,2.777778,17.01288,81.12127
2015-02-14 17:26:48.911,2.5,17.05077,80.64516
2015-02-14 17:27:04.905,2.672816,16.66234,81.33933
2015-02-14 17:27:20.612,2.530211,16.42715,81.25902
2015-02-14 17:27:36.358,2.627247,17.62888,81.30186
2015-02-14 17:27:52.015,2.777778,17.06986,79.03877
2015-02-14 17:28:10.680,2.941176,18.66842,77.94413
2015-02-14 17:28:26.368,2.865434,19.39031,77.52493
2015-02-14 17:28:42.165,2.92328,19.79455,78.713
2015-02-14 17:28:58.606,2.777778,19.28131,78.66437
2015-02-14 17:29:14.395,2.777778,19.28131,78.125
2015-02-14 17:29:30.625,2.781622,18.67941,78.58356
2015-02-14 17:29:46.366,2.777778,18.58162,79.09021
2015-02-14 17:30:02.405,2.750484,17.85714,79.79557
2015-02-14 17:30:18.190,2.777778,16.88574,80.19255
2015-02-14 17:30:33.980,2.894678,17.65061,79.65642
2015-02-14 17:30:50.205,2.817899,18.29302,78.69267
2015-02-14 17:31:05.963,2.933038,20.7929,77.4071
2015-02-14 17:31:21.777,3.006711,19.60784,77.08584
2015-02-14 17:31:37.785,3.082058,20.44406,76.42722
2015-02-14 17:31:53.555,2.98703,21.43661,75.75757
2015-02-14 17:32:09.212,2.970121,21.88368,75.57413
2015-02-14 17:32:25.270,2.967275,19.97792,77.24677
2015-02-14 17:32:40.976,3.05934,19.34771,78.1269
2015-02-14 17:32:56.757,3.103837,19.60784,78.64669
2015-02-14 17:33:13.233,3.125,19.42943,77.74368
2015-02-14 17:33:28.966,2.925926,19.50911,78.17035
2015-02-14 17:33:44.735,2.894432,18.36547,79.58353
2015-02-14 17:34:00.356,2.819791,18.21661,79.93898
2015-02-14 17:34:16.318,2.722888,15.78238,82.06315
2015-02-14 17:34:32.002,2.631579,15.625,81.19655
2015-02-14 17:34:47.903,2.740154,15.74888,81.88707
2015-02-14 17:35:03.537,2.740154,15.74888,81.23638
2015-02-14 17:35:19.186,2.941176,16.66667,80.54367
2015-02-14 17:35:34.931,2.631579,16.66667,81.69951
2015-02-14 17:35:50.541,2.777778,15.15152,81.79162
2015-02-14 17:36:06.741,2.850837,16.12903,81.29982
2015-02-14 17:36:22.306,2.955817,16.12903,81.30212
2015-02-14 17:36:37.948,2.765268,15.81157,81.64933
2015-02-14 17:36:53.550,2.941176,16.36995,80.81966
2015-02-14 17:37:09.524,3.125,16.12903,81.15011
2015-02-14 17:37:25.130,3.21558,15.98237,80.44436
2015-02-14 17:37:41.318,3.333333,16.65861,79.72669
2015-02-14 17:37:57.093,3.339947,18.86792,77.5576
2015-02-14 17:38:25.889,3.509982,19.20531,77.1418
2015-02-14 17:38:41.971,3.448276,19.50198,77.50914
2015-02-14 17:38:57.779,3.395984,19.38043,77.55181
2015-02-14 17:39:13.978,3.681388,19.16129,77.75935
2015-02-14 17:39:29.864,3.448276,18.63963,78.125
2015-02-14 17:39:45.602,3.403824,18.4107,78.35948
2015-02-14 17:40:01.554,3.560817,17.22727,79.62388
2015-02-14 17:40:17.262,3.448276,17.85714,78.74016
2015-02-14 17:40:33.071,3.541774,16.03615,81.23929
2015-02-14 17:40:49.261,3.520001,14.97237,81.30081
2015-02-14 17:41:05.036,3.337696,16.12903,81.26244
2015-02-14 17:41:20.967,3.333333,15.94203,81.28461
2015-02-14 17:41:36.848,3.12634,15.43113,81.29307
2015-02-14 17:41:53.207,3.12634,15.22983,81.30081
2015-02-14 17:42:09.056,3.333333,15.15152,81.77375
2015-02-14 17:42:25.130,3.333333,15.15152,80.68528
2015-02-14 17:42:40.872,3.333333,15.18722,81.29695
2015-02-14 17:42:56.577,3.125,17.55996,81.69683
2015-02-14 17:43:13.121,3.185924,15.93077,81.53805
2015-02-14 17:43:28.784,2.941176,15.84937,81.30108
2015-02-14 17:43:45.043,3.333333,14.95439,81.68413
2015-02-14 17:44:01.211,3.333333,15.4014,81.30081
2015-02-14 17:44:17.209,3.333333,14.98021,81.48731
2015-02-14 17:44:33.278,3.287671,14.98403,81.47408
2015-02-14 17:44:49.235,3.216617,15.15152,81.47243
2015-02-14 17:45:05.456,3.333333,15.15806,81.30081
2015-02-14 17:45:21.588,3.333333,15.61326,80.6585
2015-02-14 17:45:37.575,3.333333,15.625,81.30081
2015-02-14 17:45:53.634,3.182767,15.40056,81.30081
2015-02-14 17:46:09.620,3.182767,15.625,81.30081
2015-02-14 17:46:25.706,3.125,15.625,81.78206
2015-02-14 17:46:41.735,3.125,14.70588,81.96454
2015-02-14 17:46:57.483,3.125,14.70588,81.93324
2015-02-14 17:47:13.382,3.125,15.625,81.93324
2015-02-14 17:47:29.424,3.125,15.43657,81.30403
2015-02-14 17:47:45.438,3.125,15.43657,81.30403
2015-02-14 17:48:01.404,3.125,15.43657,81.30081
2015-02-14 17:48:17.640,3.018935,14.70588,81.92825
2015-02-14 17:48:33.618,3.018935,15.15152,81.96721
2015-02-14 17:48:49.486,3.125,15.07176,82.64463
2015-02-14 17:49:05.252,3.125,14.89836,82.64463
2015-02-14 17:49:21.018,3.125,15.15152,82.64463
2015-02-14 17:49:37.289,3.125,15.15152,82.64463
2015-02-14 17:49:54.490,3.125,14.70588,82.22758
2015-02-14 17:50:10.271,3.099949,15.0373,82.24808
2015-02-14 17:50:26.053,3.099949,15.15152,82.37059
2015-02-14 17:50:42.090,3.125,14.79886,82.57403
2015-02-14 17:50:57.929,3.125,14.82181,82.04057
2015-02-14 17:51:13.801,3.125,14.70588,81.97694
2015-02-14 17:51:29.804,3.125,14.70588,82.63483
2015-02-14 17:51:45.643,3.125,14.70588,82.64463
2015-02-14 17:52:01.964,3.125,14.28571,83.23972
2015-02-14 17:52:17.954,3.028036,14.64099,82.88167
2015-02-14 17:52:33.655,3.028036,14.64099,82.64463
2015-02-14 17:52:49.534,3.125,14.3307,83.27599
2015-02-14 17:53:05.253,3.125,14.70588,83.27599
2015-02-14 17:53:21.228,2.941176,14.48597,83.30691
2015-02-14 17:53:37.425,3.087602,13.88889,83.33333
2015-02-14 17:53:53.481,2.941176,13.88889,83.33333
2015-02-14 17:54:09.249,2.941176,13.88889,83.70185
2015-02-14 17:54:25.051,3.032832,13.88889,83.34264
2015-02-14 17:54:40.936,3.078623,13.88889,83.37746
2015-02-14 17:54:56.732,3.078623,14.70588,82.7583
2015-02-14 17:55:12.937,3.094636,13.88889,83.28506
2015-02-14 17:55:28.616,3.092364,13.79141,83.33333
2015-02-14 17:55:44.444,2.957359,13.88889,83.34189
2015-02-14 17:56:00.585,3.125,13.56232,83.33333
2015-02-14 17:56:16.378,3.125,13.88889,83.34304
2015-02-14 17:56:32.794,2.941176,13.58297,83.81378
2015-02-14 17:56:48.634,3.124704,13.6401,82.61291
2015-02-14 17:57:04.603,2.903924,16.26231,81.42005
2015-02-14 17:57:20.409,3.330462,15.89165,81.96721
2015-02-14 17:57:36.367,3.370648,14.99726,81.75712
2015-02-14 17:57:53.171,3.370648,15.09054,82.00442
2015-02-14 17:58:09.033,3.333333,15.13977,82.13173
2015-02-14 17:58:24.988,3.448276,15.15152,82.13173
2015-02-14 17:58:50.891,3.538828,15.15152,81.30194
2015-02-14 17:59:20.995,3.571429,15.05648,81.34785
2015-02-14 17:59:36.743,3.691398,15.09461,81.20176
2015-02-14 17:59:52.389,3.328833,14.31188,82.39558
2015-02-14 18:00:08.264,3.097683,13.94162,82.93822
2015-02-14 18:00:24.042,2.742783,13.2593,84.03361
2015-02-14 18:00:40.216,2.854215,12.66397,84.34194
2015-02-14 18:00:56.016,3.125,13.02549,83.8262
2015-02-14 18:01:11.771,3.092431,14.78126,82.51401
2015-02-14 18:01:27.738,2.777778,14.70588,83.25931
2015-02-14 18:01:43.760,2.991803,14.17004,83.33333
2015-02-14 18:01:59.384,3.11804,12.54084,83.76233
2015-02-14 18:02:15.502,2.703254,13.15789,84.03361
2015-02-14 18:02:31.868,2.851005,12.78563,84.58355
2015-02-14 18:02:47.838,2.394775,13.15789,84.1635
2015-02-14 18:03:03.583,2.941176,15.18359,81.20486
2015-02-14 18:03:19.472,2.777778,15.18359,80.55619
2015-02-14 18:03:35.171,2.892331,15.97841,80.85778
2015-02-14 18:03:51.066,2.631579,16.12903,83.33333
2015-02-14 18:04:06.779,2.941176,13.47696,83.62214
2015-02-14 18:04:25.436,2.775926,13.18059,84.03704
2015-02-14 18:04:41.686,2.5,12.65012,84.40735
2015-02-14 18:04:57.796,2.631579,12.5,85.46137
2015-02-14 18:05:13.590,2.805323,12.5,85.28894
2015-02-14 18:05:29.410,2.929673,12.54061,83.59861
2015-02-14 18:05:45.219,2.929673,12.54061,83.33333
2015-02-14 18:06:01.447,2.519336,12.32054,85.75038
2015-02-14 18:06:17.804,2.519336,12.82051,84.74576
2015-02-14 18:06:33.600,2.924222,12.82051,86.58279
2015-02-14 18:06:50.619,2.466029,12.82051,88.49558
2015-02-14 18:07:06.538,2.272727,9.090909,88.21609
2015-02-14 18:07:22.268,2.083333,9.513138,89.27563
2015-02-14 18:07:38.565,2.28764,9.52381,90.02898
2015-02-14 18:07:54.905,2.181218,9.52381,88.65095
2015-02-14 18:08:10.669,2.380952,9.52381,88.15905
2015-02-14 18:08:26.565,2.22252,9.090909,87.77344
2015-02-14 18:08:42.539,2.087912,9.52381,89.15328
2015-02-14 18:08:58.347,2.256708,10.09439,88.13864
2015-02-14 18:09:14.008,2.074476,9.927141,88.4218
2015-02-14 18:09:31.898,2.272727,9.497447,88.50144
2015-02-14 18:09:47.625,2.280972,9.090909,88.8642
2015-02-14 18:10:03.646,2.038953,9.090909,88.49558
2015-02-14 18:10:19.426,2.342335,9.090909,88.49558
2015-02-14 18:10:35.217,2.881835,9.263018,86.90195
2015-02-14 18:10:51.237,2.402481,11.07711,86.84499
2015-02-14 18:11:07.174,2.402481,10,86.81867
2015-02-14 18:11:23.444,2.941176,10,87.7193
2015-02-14 18:11:39.682,2.272727,10.86957,87.60959
2015-02-14 18:11:55.509,2.272727,10.90909,86.67736
2015-02-14 18:12:11.267,2.777778,10.20408,86.95788
2015-02-14 18:12:27.045,2.5,10.14367,87.77731
2015-02-14 18:12:43.568,2.37273,8.817208,89.27651
2015-02-14 18:12:59.492,2.380952,7.692308,89.27651
2015-02-14 18:13:15.333,2,7.692308,90.90909
2015-02-14 18:13:31.147,2,7.692308,90.90909
2015-02-14 18:13:47.000,1.873323,5,93.45381
2015-02-14 18:14:03.081,1.428571,4.46687,94.33593
2015-02-14 18:14:19.442,1.428571,5.014373,93.45794
2015-02-14 18:14:37.524,1.333333,4.761905,93.63106
2015-02-14 18:14:53.422,1.538462,5.069483,93.35744
2015-02-14 18:15:09.824,1.466415,5.882353,92.86738
2015-02-14 18:15:25.785,1.333333,6.25,93.20101
2015-02-14 18:15:41.703,1.428571,8.952065,91.6537
2015-02-14 18:15:57.472,1.242592,7.362479,92.86435
2015-02-14 18:16:13.462,1.052632,6.204622,93.69762
2015-02-14 18:16:30.493,1.052632,6.204622,93.45794
2015-02-14 18:16:47.047,1.166893,6.451613,94.2898
2015-02-14 18:17:02.905,1.111111,5.15749,93.45794
2015-02-14 18:17:18.741,1.214535,4.795158,94.29022
2015-02-14 18:17:34.524,1.32899,5.736071,93.85484
2015-02-14 18:17:50.376,1.25,5.736071,92.60541
2015-02-14 18:18:06.348,1.428571,4.665123,93.29453
2015-02-14 18:18:22.243,1.428571,5.405405,93.45794
2015-02-14 18:18:38.304,1.111111,5.247621,94.24542
2015-02-14 18:18:54.784,1.403509,5.168363,93.45794
2015-02-14 18:19:11.085,1.491161,5.244788,93.45794
2015-02-14 18:19:33.061,1.544998,5.331584,93.45006
2015-02-14 18:19:49.150,1.663158,5.330871,92.59259
2015-02-14 18:20:04.762,1.111111,5.128205,92.85739
2015-02-14 18:20:20.781,1.111111,6.060606,92.59259
2015-02-14 18:20:36.682,1.060522,6.080024,92.6273
2015-02-14 18:20:53.072,1.052632,6.244366,94.30438
2015-02-14 18:21:08.922,1.09638,6.32776,92.83943
2015-02-14 18:21:24.610,1.329,6.452441,91.43651
2015-02-14 18:21:40.427,1.718136,6.432982,91.60139
2015-02-14 18:21:56.277,1.650735,7.343929,90.79017
2015-02-14 18:22:11.987,1.383244,7.816004,91.41052
2015-02-14 18:22:28.041,1.247729,7.360404,91.86117
2015-02-14 18:22:44.415,1.333333,9.2827,92.16322
2015-02-14 18:23:00.201,1.298803,8.879528,90.88195
2015-02-14 18:23:16.245,1.176471,9.090909,90.09614
2015-02-14 18:23:32.094,1.959022,10.46611,86.97885
2015-02-14 18:23:47.949,2.42616,13.89815,84.53117
2015-02-14 18:24:04.015,2.760013,13.61114,83.35427
2015-02-14 18:24:20.051,3.156885,14.02627,83.03495
2015-02-14 18:24:35.976,2.83112,12.38879,85.41864
2015-02-14 18:24:52.065,2.807459,12.08075,85.24914
2015-02-14 18:25:08.157,2.330738,14.70588,83.07214
2015-02-14 18:25:23.996,2.522817,12.97327,84.1231
2015-02-14 18:25:40.052,3.263945,13.33465,83.56022
2015-02-14 18:25:56.782,3.651285,14.75018,81.84767
2015-02-14 18:26:12.980,3.674572,16.74699,81.06076
2015-02-14 18:26:29.068,3.369282,13.67738,82.31668
2015-02-14 18:26:45.384,2.219876,12.92361,84.69302
2015-02-14 18:27:06.779,2.091798,11.53305,86.16711
2015-02-14 18:27:23.155,2.148535,12.05042,85.93534
2015-02-14 18:27:39.225,1.653624,12.92883,85.47009
2015-02-14 18:27:56.181,1.809132,13.15789,85.47009
2015-02-14 18:28:12.267,1.45033,12.41083,86.28472
2015-02-14 18:28:28.280,1.330645,11.56381,88.42553
2015-02-14 18:28:44.326,1.052632,10.06105,89.78643
2015-02-14 18:29:00.693,1.40678,9.52381,88.65547
2015-02-14 18:29:16.887,1.428571,8.239109,90.0478
2015-02-14 18:29:33.116,1.380497,7.923396,90.12506
2015-02-14 18:29:48.935,1.353747,7.172962,90.34556
2015-02-14 18:30:04.786,1.662702,8.881793,89.46315
2015-02-14 18:30:20.844,1.617162,8.102042,88.64612
2015-02-14 18:30:36.861,1.451398,10.08297,88.75215
2015-02-14 18:30:53.016,1.263842,7.860967,90.94875
2015-02-14 18:31:09.206,1.023629,5.74469,92.89424
2015-02-14 18:31:25.259,0.9090909,7.44883,92.64494
2015-02-14 18:31:41.231,1.176471,5.384228,93.44931
2015-02-14 18:31:57.999,0.8653326,5.111096,94.11758
2015-02-14 18:32:14.139,0.8653326,5.111096,93.87241
2015-02-14 18:32:30.215,0.8653326,4.166667,94.70541
2015-02-14 18:32:46.353,0.6983373,4.166667,95.2381
2015-02-14 18:33:03.125,0.6983373,4.166667,96.15385
2015-02-14 18:33:19.043,0.6666667,4.166667,96.98417
2015-02-14 18:33:35.158,0.5030891,2.5,97.50907
2015-02-14 18:33:51.050,0.6640331,2.083333,98.03922
2015-02-14 18:34:07.344,0.7692308,1.666667,98.03922
2015-02-14 18:34:23.484,0.7692308,2.032622,98.01724
2015-02-14 18:34:39.589,0.4166667,2.5,97.84177
2015-02-14 18:34:55.513,0.3114611,2.088401,97.6184
2015-02-14 18:35:11.520,0.3868439,1.428571,98.03922
2015-02-14 18:35:32.583,0.4166667,1.818182,98.08323
2015-02-14 18:35:49.137,0.4166667,1.764706,98.03922
2015-02-14 18:36:05.421,0.7166248,3.555556,95.69351
2015-02-14 18:36:21.489,1.333333,3.555556,90.37983
2015-02-14 18:36:37.582,1.717692,7.160256,90.94215
2015-02-14 18:36:54.034,2.041779,9.600247,88.76787
2015-02-14 18:37:10.352,2.645623,7.282532,90.21462
2015-02-14 18:37:26.332,3.419086,5.199989,90.98755
2015-02-14 18:37:42.352,3.754064,5.199989,92.22175
2015-02-14 18:37:58.205,4.166667,4.427978,91.01106
2015-02-14 18:38:14.584,4.707803,4.905959,89.81596
2015-02-14 18:38:30.708,5.035795,4.341013,90.63018
2015-02-14 18:38:46.629,5.183797,4.851779,87.48899
2015-02-14 18:39:02.696,5.558098,4.269078,90.18905
2015-02-14 18:39:18.753,6.185209,4.269078,89.12745
2015-02-14 18:39:34.654,6.810061,4.651522,87.00058
2015-02-14 18:40:18.140,6.911628,3.458392,89.25546
2015-02-14 18:40:34.114,7.725508,3.355778,87.20015
2015-02-14 18:40:50.108,9.386337,2.716064,89.04205
2015-02-14 18:41:06.177,9.035588,2.776763,86.94241
2015-02-14 18:41:22.352,9.08693,2.811875,86.63219
2015-02-14 18:41:38.291,9.844676,4.956236,85.90992
2015-02-14 18:41:54.328,9.408381,3.565793,85.83842
2015-02-14 18:42:10.690,9.157773,3.355905,85.64951
2015-02-14 18:42:26.675,9.712433,4.316695,86.43153
2015-02-14 18:42:42.885,10.13764,3.354272,86.73167
2015-02-14 18:42:58.785,9.943853,2.966913,86.56609
2015-02-14 18:43:14.662,9.500953,2.664968,87.54041
2015-02-14 18:43:30.526,9.724154,2.380952,88.50749
2015-02-14 18:43:46.496,7.953257,2.095808,91.75161
2015-02-14 18:44:02.573,8.151303,1.333333,92.07509
2015-02-14 18:44:18.617,9.69661,1.562109,89.8278
2015-02-14 18:44:34.572,9.054353,1.555496,88.06324
2015-02-14 18:44:50.626,9.863834,1.555496,85.93954
2015-02-14 18:45:06.599,11.14698,0.9615263,87.14751
2015-02-14 18:45:25.909,11.72981,0.9701194,87.7193
2015-02-14 18:45:42.011,10.39652,0.5059956,90.01609
2015-02-14 18:45:58.247,10.95671,2.087629,90.87147
2015-02-14 18:46:14.442,12.66486,2.087629,89.66893
2015-02-14 18:46:30.264,9.930284,1.790922,88.73279
2015-02-14 18:46:46.177,8.17527,0.1,92.31197
2015-02-14 18:47:02.338,9.415927,1.027389,91.3181
2015-02-14 18:47:18.813,8.325384,0.1258993,91.10706
2015-02-14 18:47:34.733,9.287349,0.1,91.45575
2015-02-14 18:47:50.615,8,0.1,91.93401
2015-02-14 18:48:06.635,6.10687,0.1,94.80888
2015-02-14 18:48:22.680,4.253912,0.1,93.70783
2015-02-14 18:48:38.856,2.500164,0.1,95.78646
2015-02-14 18:48:54.771,1.818182,0.1,99.0099
2015-02-14 18:49:10.845,1.818182,0.1,99.0099
2015-02-14 18:49:26.601,1.818182,0.1,99.0099
2015-02-14 18:49:42.682,1.818182,0.1,99.0099
2015-02-14 18:49:58.591,1.818182,0.1,99.0099
