date,Draw,Ireland,Wales
2015-03-14 14:42:05.133,13.96109,4941.809,6674.16
2015-03-14 14:42:20.944,27.05718,5385.631,17505.23
2015-03-14 14:42:37.065,236.2351,3316.113,17596.56
2015-03-14 14:42:52.953,182.2144,2737.673,2523.585
2015-03-14 14:43:09.368,133.5235,1411.409,3461.925
2015-03-14 14:43:25.391,170.1909,1867.456,8608.925
2015-03-14 14:43:41.186,19.90544,104.2376,773.9949
2015-03-14 14:43:57.194,83.73288,1595.947,3146.542
2015-03-14 14:44:13.066,115.0293,4672.993,3188.348
2015-03-14 14:44:29.158,79.79269,1883.145,3888.104
2015-03-14 14:44:44.941,100.5846,1682.682,6701.647
2015-03-14 14:45:02.037,26.14783,4300.633,1483.336
2015-03-14 14:45:17.770,50.41422,815.5129,3640.311
2015-03-14 14:45:33.971,19.77643,461.5982,605.218
2015-03-14 14:45:50.076,112.1812,1869.264,8161.62
2015-03-14 14:46:05.894,27.34887,1592.607,4843.482
2015-03-14 14:46:21.744,209.0629,2626.1,7042.994
2015-03-14 14:46:37.511,80.22119,2100.478,2075.628
2015-03-14 14:46:53.302,120.3319,915.5024,13834.74
2015-03-14 14:47:09.105,1111.949,800.4649,1193.768
2015-03-14 14:47:25.029,668.051,11999.79,4041.953
2015-03-14 14:47:40.764,102.1516,1146.66,22603.57
2015-03-14 14:47:56.528,25.53929,4603.884,316.6719
2015-03-14 14:48:12.334,73.49465,2403.875,1879.618
2015-03-14 14:48:28.088,37.35982,1613.442,10120.47
2015-03-14 14:48:43.898,25.23814,1507.154,5282.021
2015-03-14 14:49:00.283,75.91205,681.0479,25915.93
2015-03-14 14:49:16.209,313.2859,3439.967,45758.2
2015-03-14 14:49:32.087,27.20872,666.6514,893.8442
2015-03-14 14:49:48.167,438.953,4268.784,49036.8
2015-03-14 14:50:06.133,244.4909,3870.476,12975.62
2015-03-14 14:50:22.008,552.8721,8780.644,15863.25
2015-03-14 14:50:38.205,152.5073,1762.261,7047.6
2015-03-14 14:50:54.035,409.8918,4958.539,13207.58
2015-03-14 14:51:10.006,127.8062,2116.278,2353.182
2015-03-14 14:51:26.313,33.44592,424.4946,5414.854
2015-03-14 14:51:42.371,38.93318,139.741,3305.995
2015-03-14 14:51:58.414,17.91388,532.4425,146.9761
2015-03-14 14:52:14.219,130.1039,523.8322,1132.173
2015-03-14 14:52:30.191,140.1522,835.8796,1929.976
2015-03-14 14:52:46.367,31.60372,676.1787,1548.768
2015-03-14 14:53:02.400,74.69212,1291.994,2028.25
2015-03-14 14:53:18.189,78.89192,2009.274,2228.507
2015-03-14 14:53:34.123,127.8745,957.1007,2098.595
2015-03-14 14:53:50.255,334.8224,7419.132,10129.74
2015-03-14 14:54:06.048,49.73053,1241.972,1071.847
2015-03-14 14:54:22.031,75.53102,20.64715,188.1518
2015-03-14 14:54:37.970,45.24657,117.6712,227.7762
2015-03-14 14:54:53.684,143.0708,2539.764,1099.587
2015-03-14 14:55:19.427,71.55504,636.2805,2327.124
2015-03-14 14:55:35.099,149.0046,1753.445,2641.309
2015-03-14 14:55:50.951,223.9505,1376.366,3393.094
2015-03-14 14:56:08.359,204.4978,2533.732,2482.306
2015-03-14 14:56:24.072,242.6184,14091.19,4946.452
2015-03-14 14:56:39.874,306.2265,3801.082,1064.673
2015-03-14 14:56:55.740,176.9086,3550.425,2935.821
2015-03-14 14:57:12.430,195.0647,3582.418,8042.771
2015-03-14 14:57:28.244,155.3686,2055.191,3401.756
2015-03-14 14:57:43.894,103.9742,2309.593,7042.683
2015-03-14 14:57:59.696,288.4137,2183.53,6110.185
2015-03-14 14:58:15.536,363.7205,15241.68,12484.19
2015-03-14 14:58:31.305,109.2746,1540.651,598.8798
2015-03-14 14:58:47.172,0.642844,294.536,984.232
2015-03-14 14:59:02.894,76.63463,802.3355,4115.714
2015-03-14 14:59:19.214,98.56655,1439.748,21279.75
2015-03-14 14:59:35.220,19.60453,80.70467,2296.278
2015-03-14 14:59:50.979,160.409,2403.85,20757.22
2015-03-14 15:00:07.170,199.5835,1167.263,6959.67
2015-03-14 15:00:25.959,87.59717,193.2694,1550.02
2015-03-14 15:00:41.737,397.7586,1603.963,1449.879
2015-03-14 15:00:58.081,352.2464,3558.771,6897.053
2015-03-14 15:01:13.895,72.96094,1806.76,4274.115
2015-03-14 15:01:29.712,468.6409,6323.655,15609.49
2015-03-14 15:01:45.610,233.1881,1246.777,7123.652
2015-03-14 15:02:01.326,61.35275,260.1097,733.7514
2015-03-14 15:02:17.095,45.01336,1161.139,2649.244
2015-03-14 15:02:33.198,92.51331,924.4997,2320.396
2015-03-14 15:02:49.189,33.09466,484.863,1424.796
2015-03-14 15:03:04.956,30.4428,380.535,7.610699
2015-03-14 15:03:20.856,53.73591,2112.418,1070.869
2015-03-14 15:03:38.603,124.9229,493.9441,7648.357
2015-03-14 15:03:54.324,8.358193,1404.405,2741.182
2015-03-14 15:04:10.126,66.03092,3820.339,1230.476
2015-03-14 15:04:25.884,108.6316,1549.552,11027.8
2015-03-14 15:04:41.750,159.2001,1476.25,2882.128
2015-03-14 15:04:57.490,52.41511,2209.478,412.5355
2015-03-14 15:05:13.630,487.0181,8949.519,15972.16
2015-03-14 15:05:30.432,31.10368,927.4683,4657.482
2015-03-14 15:05:46.139,333.3746,5181.879,5716.952
2015-03-14 15:06:01.895,160.0926,2467.421,6794.985
2015-03-14 15:06:17.760,32.25975,284.5136,659.0369
2015-03-14 15:06:33.812,209.0511,1173.534,6203.58
2015-03-14 15:06:49.536,30.48844,2233.899,576.7238
2015-03-14 15:07:05.318,147.2436,1794.144,1935.152
2015-03-14 15:07:21.176,96.25446,3585.403,2743.366
2015-03-14 15:07:36.968,159.695,684.1844,1184.509
2015-03-14 15:07:52.738,185.2127,1940.32,3773.081
2015-03-14 15:08:08.929,352.308,1989.001,1757.353
2015-03-14 15:08:24.767,10.30403,733.4804,189.7154
2015-03-14 15:08:41.315,61.85715,1784.829,2011.191
2015-03-14 15:08:57.300,50.06997,157.1537,2024.043
2015-03-14 15:09:13.151,36.83166,390.6503,598.1643
2015-03-14 15:09:29.000,69.08804,4245.072,11249.46
2015-03-14 15:09:44.877,28.04164,6157.52,584.7928
2015-03-14 15:10:00.936,113.6904,1661.756,3591.504
2015-03-14 15:10:16.741,830.5305,231.5782,5208.649
2015-03-14 15:10:35.216,232.5865,885.1081,3530.17
2015-03-14 15:10:50.964,9.525088,155.8685,1741.338
2015-03-14 15:11:06.792,66.71751,1328.437,3698.425
2015-03-14 15:11:22.678,204.297,3739.213,6493.805
2015-03-14 15:11:38.568,195.1022,1675.756,6817.89
2015-03-14 15:11:54.616,730.2646,1311.725,6368.13
2015-03-14 15:12:10.340,509.5229,1225.557,7125.994
2015-03-14 15:12:26.172,926.5371,817.769,3848.419
2015-03-14 15:12:42.117,122.1846,1558.295,7549.591
2015-03-14 15:12:57.996,118.3453,488.2309,1064.352
2015-03-14 15:13:13.749,37.85917,393.8268,3262.478
2015-03-14 15:13:29.702,489.6781,1393.89,2063.794
2015-03-14 15:13:45.884,57.02625,502.669,1081.904
2015-03-14 15:14:01.870,25.40923,3194.845,476.5451
2015-03-14 15:14:17.796,44.90773,550.1196,5553.526
2015-03-14 15:14:33.535,190.6161,54.28746,1000.773
2015-03-14 15:14:49.606,46.74083,736.4293,5867.094
2015-03-14 15:15:05.474,756.2499,2026.22,53.88281
2015-03-14 15:15:21.321,154.4451,2219.027,1504.013
2015-03-14 15:15:46.599,187.4899,738.875,599.474
2015-03-14 15:16:02.782,86.8665,135.9537,3629.522
2015-03-14 15:16:18.971,37.32244,928.1316,1025.348
2015-03-14 15:16:34.920,1044.531,9921.989,17019.5
2015-03-14 15:16:50.927,15.14387,188.3988,404.0865
2015-03-14 15:17:06.875,10.45875,684.2957,5186.976
2015-03-14 15:17:22.917,157.9904,71.36496,6219.674
2015-03-14 15:17:38.869,197.6878,4961.603,2744.799
2015-03-14 15:17:55.040,22.26151,2226.151,185.5126
2015-03-14 15:18:11.242,108.7296,778.957,2651.209
2015-03-14 15:18:26.893,7.97417,324.104,602.5865
2015-03-14 15:18:42.776,13.29661,179.0887,180.0708
2015-03-14 15:18:58.909,24.24928,90.15376,6158.61
2015-03-14 15:19:14.912,10.42261,91.51651,155.2144
2015-03-14 15:19:30.745,2.728536,121.6851,78.36961
2015-03-14 15:19:46.522,274.1158,0,0
2015-03-14 15:20:02.327,0.7972256,463.1501,48.55483
2015-03-14 15:20:18.356,14.97266,14.97266,565.7045
2015-03-14 15:20:34.237,7.556311,1146.141,5717.067
2015-03-14 15:20:51.238,285.3798,1600.823,2602.546
2015-03-14 15:21:07.806,43.89118,539.7673,1497.805
2015-03-14 15:21:24.856,154.385,52.78721,2762.742
2015-03-14 15:21:40.639,11.70822,101.5346,933.1604
2015-03-14 15:21:56.317,731.7147,1119.98,1031.496
2015-03-14 15:22:12.877,75.39728,2544.269,3638.453
2015-03-14 15:22:28.800,334.1257,3976.386,2101.559
2015-03-14 15:22:45.024,68.41605,580.0941,2264.534
2015-03-14 15:23:00.865,169.499,600.5379,1223.991
2015-03-14 15:23:16.707,156.3431,1799.537,386.313
2015-03-14 15:23:32.627,26.75828,646.9852,1522.584
2015-03-14 15:23:48.387,1566.355,1227.705,1581.355
2015-03-14 15:24:05.063,151.1107,1282.426,3058.193
2015-03-14 15:24:20.989,90.41888,821.3048,3839.487
2015-03-14 15:24:36.804,1544.881,1520.675,14784.17
2015-03-14 15:24:52.607,10.78249,818.406,28712.25
2015-03-14 15:25:08.583,6.572451,484.5211,8840.473
2015-03-14 15:25:24.912,105.8979,460.9976,839.1362
2015-03-14 15:25:41.029,47.2792,746.0063,1735.854
2015-03-14 15:25:57.351,25.0703,171.7426,1987.906
2015-03-14 15:26:13.691,373.4739,4497.99,4814.475
2015-03-14 15:26:29.901,0,0,3589.565
2015-03-14 15:26:45.765,0,26.47602,0
2015-03-14 15:27:01.863,40.99809,742.5873,774.4167
2015-03-14 15:27:17.821,57.52571,751.9701,2682.541
2015-03-14 15:27:33.519,153.8831,2654.541,1631.864
2015-03-14 15:27:49.417,55.02657,151.0023,787.8838
2015-03-14 15:28:05.509,244.2879,663.2537,1083.114
2015-03-14 15:28:21.421,120.6665,852.3583,1908.945
2015-03-14 15:28:37.415,0,594.3122,0
2015-03-14 15:28:53.229,390.3404,435.0732,105.8563
2015-03-14 15:29:08.985,405.6053,733.1817,285.6107
2015-03-14 15:29:25.463,136.5813,110.7288,1731.607
2015-03-14 15:29:41.409,40.14865,444.2314,37.6276
2015-03-14 15:29:57.297,203.6997,889.6094,7628.542
2015-03-14 15:30:13.413,67.53538,37.67685,1059.68
2015-03-14 15:30:29.255,57.94601,2819.698,425.5434
2015-03-14 15:30:45.807,139.305,244.3909,3547.655
2015-03-14 15:31:01.908,59.06486,877.6256,626.9073
2015-03-14 15:31:18.611,35.92127,888.836,7.184255
2015-03-14 15:31:34.395,139.817,204.5556,668.4075
2015-03-14 15:31:50.259,2.382749,1444.627,2519.7
2015-03-14 15:32:07.563,0,1429.778,3431.557
2015-03-14 15:32:23.581,68.06304,1250.195,5939.915
2015-03-14 15:32:39.407,148.65,68.24023,9642.306
2015-03-14 15:32:55.595,96.73801,204.8177,1326.015
2015-03-14 15:33:12.789,50.74077,437.9969,447.6983
2015-03-14 15:33:29.567,300.7081,1662.602,4075.67
2015-03-14 15:33:45.624,147.4858,1228.538,5952.568
2015-03-14 15:34:01.462,110.0515,806.691,2442.121
2015-03-14 15:34:17.732,448.6555,705.2145,2886.943
2015-03-14 15:34:33.673,86.3449,712.703,1683.086
2015-03-14 15:34:49.607,236.3575,1537.886,13226.42
2015-03-14 15:35:06.069,76.43314,466.4718,1059.348
2015-03-14 15:35:22.848,16.87839,279.3517,18286.73
2015-03-14 15:35:38.770,15.07295,75.36475,4484.806
2015-03-14 15:36:01.980,90.91658,1258.563,1942.751
2015-03-14 15:36:17.916,0,204.2226,609.7311
2015-03-14 15:36:34.008,86.20204,2676.29,1580.905
2015-03-14 15:36:49.751,24.5069,230.6622,405.6026
2015-03-14 15:37:05.580,72.32201,785.9143,1960.199
2015-03-14 15:37:21.332,54.58222,479.1275,24074.07
2015-03-14 15:37:37.105,67.52276,106.2104,303.1106
2015-03-14 15:37:52.932,80.59647,1510.407,276.894
2015-03-14 15:38:08.736,82.46074,882.2008,159.91
2015-03-14 15:38:24.552,374.0165,694.3149,786.8042
2015-03-14 15:38:40.319,292.5115,933.0153,2535.645
2015-03-14 15:38:56.170,282.4633,598.3891,4202.616
2015-03-14 15:39:16.978,39.1569,276.1744,432.6867
2015-03-14 15:39:32.739,70.58079,65.51755,11226.15
2015-03-14 15:39:48.537,36.34639,480.4408,1234.068
2015-03-14 15:40:04.933,117.6876,609.6262,2976.516
2015-03-14 15:40:24.263,6.207838,163.8559,147.6534
2015-03-14 15:40:41.270,119.5662,1447.389,5300.921
2015-03-14 15:40:57.167,0.3019467,85.07347,612.5365
2015-03-14 15:41:12.933,200.5221,2404.629,2011.082
2015-03-14 15:41:29.147,103.3178,1170.281,3999.678
2015-03-14 15:41:45.351,4.554288,46.13531,921.6695
2015-03-14 15:42:01.405,119.5972,172.4442,6131.449
2015-03-14 15:42:17.218,81.00971,906.7017,192.9814
2015-03-14 15:42:32.986,54.14802,15.22081,6217.966
2015-03-14 15:42:48.828,25.18541,709.2061,4566.551
2015-03-14 15:43:04.738,52.94954,565.7002,4580.739
2015-03-14 15:43:20.604,137.8779,82.21243,356.3421
2015-03-14 15:43:38.220,54.83546,408.7115,1411.724
2015-03-14 15:43:54.034,304.0328,2269.11,1449.933
2015-03-14 15:44:09.864,430.6888,3646.319,790.1584
2015-03-14 15:44:26.027,56.38742,234.3846,2242.207
2015-03-14 15:44:41.806,25.21055,508.0516,577.5612
2015-03-14 15:44:57.635,186.8686,1076.56,30.32351
2015-03-14 15:45:14.037,65.8487,3436.022,500.5964
2015-03-14 15:45:29.771,0,398.1739,77.63667
2015-03-14 15:45:45.532,97.76511,7149.302,92.54945
2015-03-14 15:46:01.379,5.376345,2924.656,40.66334
2015-03-14 15:46:18.971,95.19208,739.9812,386.9076
2015-03-14 15:46:37.596,23.03353,5544.799,191.4199
2015-03-14 15:46:53.592,31.35725,11452.82,273.4007
2015-03-14 15:47:09.467,126.2,1598.42,3545.28
2015-03-14 15:47:25.418,80.90704,882.3418,4294.655
2015-03-14 15:47:41.464,40.49751,234.9828,1672.252
2015-03-14 15:47:57.396,361.1229,9959.031,3001.587
2015-03-14 15:48:13.350,150.4275,1579.489,30.0855
2015-03-14 15:48:29.376,117.6756,8042.937,969.4102
2015-03-14 15:48:45.192,251.9386,2582.475,2289.413
2015-03-14 15:49:01.077,108.9329,1306.288,2412.085
2015-03-14 15:49:16.991,381.8867,3151.536,2382.786
2015-03-14 15:49:32.720,92.84423,6657.511,1028.114
2015-03-14 15:49:48.539,55.52975,4624.331,429.9763
2015-03-14 15:50:04.320,69.53913,3913.848,2858.252
2015-03-14 15:50:20.363,8.526872,215.7897,87.36304
2015-03-14 15:50:36.344,50.68474,879.3989,731.6999
2015-03-14 15:50:52.186,16.85482,191.3117,170.442
2015-03-14 15:51:07.931,68.55272,510.0109,10027.86
2015-03-14 15:51:24.629,37.26135,6769.134,4227.529
2015-03-14 15:51:41.201,171.001,1334.735,11003.69
2015-03-14 15:51:56.957,39.45153,3319.983,3678.931
2015-03-14 15:52:13.225,108.4751,1253.052,2376.568
2015-03-14 15:52:29.100,90.63151,2004.854,3052.672
2015-03-14 15:52:44.958,478.0516,2287.421,17794.19
2015-03-14 15:53:00.700,125.8165,1434.712,2715.25
2015-03-14 15:53:16.792,185.0852,2263.192,3665.239
2015-03-14 15:53:32.837,106.9468,1045.985,2516.354
2015-03-14 15:53:48.511,121.0073,320.1085,2096.248
2015-03-14 15:54:04.811,83.37411,1117.949,1313.593
2015-03-14 15:54:20.612,36.11106,1833.31,4040.641
2015-03-14 15:54:36.574,455.8056,2007.785,8470.068
2015-03-14 15:54:52.391,3.414151,235.3109,7765.259
2015-03-14 15:55:08.136,18.90128,210.8865,13920.38
2015-03-14 15:55:24.046,212.3567,1893.297,26375.38
2015-03-14 15:55:39.740,386.0085,7956.699,10182.18
2015-03-14 15:55:55.824,54.94945,562.6257,28149.75
2015-03-14 15:56:11.854,15.64541,691.6169,7576.458
2015-03-14 15:56:50.193,95.24533,682.1168,8087.981
2015-03-14 15:57:06.062,459.4165,977.5881,8236.376
2015-03-14 15:57:21.858,33.8072,284.9681,9686.676
2015-03-14 15:57:37.529,159.2392,562.2954,6987.342
2015-03-14 15:57:53.267,31.56709,632.1805,7049.449
2015-03-14 15:58:09.146,19.23204,310.6221,7439.476
2015-03-14 15:58:25.451,75.21559,45.26183,1488.084
2015-03-14 15:58:41.379,197.5486,575.9575,26246.13
2015-03-14 15:58:57.107,71.22097,61.34082,9283.445
2015-03-14 15:59:13.319,105.4063,560.7483,51814.02
2015-03-14 15:59:29.531,182.2706,970.1239,21441.17
2015-03-14 15:59:45.984,105.352,815.1375,58340.69
2015-03-14 16:00:01.928,93.4033,252.8512,42067.61
2015-03-14 16:00:17.831,6.149938,99.71955,15191.82
2015-03-14 16:00:33.552,148.9963,896.4583,73892.03
2015-03-14 16:00:50.065,21.94668,193.9229,7850.953
2015-03-14 16:01:06.145,102.5373,1165.896,36728.84
2015-03-14 16:01:21.946,33.18607,367.7806,8979.565
2015-03-14 16:01:37.788,253.7263,869.0097,16233.37
2015-03-14 16:01:56.373,198.8088,1338.328,17849.76
2015-03-14 16:02:12.207,42.6292,230.7282,2941.036
2015-03-14 16:02:27.971,61.58369,591.9342,1750.682
2015-03-14 16:02:43.797,843.3925,2377.885,28501.74
2015-03-14 16:02:59.593,23.0182,154.8981,17130.25
2015-03-14 16:03:15.491,11.66182,1167.352,13849.26
2015-03-14 16:03:31.617,15.96223,739.0995,24162.46
2015-03-14 16:03:47.349,156.4451,1527.952,53864.17
2015-03-14 16:04:03.656,135.4328,415.3492,11418.04
2015-03-14 16:04:19.401,45.23568,281.2463,10416.21
2015-03-14 16:04:35.142,538.6947,399.7997,2880.09
2015-03-14 16:04:51.047,37.7994,966.865,2061.312
2015-03-14 16:05:07.116,211.7474,701.8918,8368.747
2015-03-14 16:05:22.945,108.3361,393.7702,3106.076
2015-03-14 16:05:38.880,0,33.88613,1596.413
2015-03-14 16:05:55.189,25.01706,535.7329,3325.135
2015-03-14 16:06:11.001,89.51727,240.3571,2035.446
2015-03-14 16:06:26.868,77.5175,575.2933,6262.544
2015-03-14 16:06:42.803,45.52247,582.3035,1516.324
2015-03-14 16:07:01.609,67.12758,246.6237,13785.56
2015-03-14 16:07:17.529,362.1912,29.77431,52136.47
2015-03-14 16:07:33.423,68.51549,375.7216,17167.53
2015-03-14 16:07:49.199,170.5339,6880.115,20474.49
2015-03-14 16:08:04.995,105.8635,3286.897,21462.49
2015-03-14 16:08:20.789,309.0162,3983.475,64889.45
2015-03-14 16:08:36.537,620.4457,4075.587,4108.848
2015-03-14 16:08:52.883,203.3176,2341.034,11543.84
2015-03-14 16:09:09.588,491.4499,5048.577,8488.367
2015-03-14 16:09:25.405,402.0953,1222.142,2779.465
2015-03-14 16:09:41.159,621.0482,1204.507,7425.233
2015-03-14 16:09:56.988,295.1432,1157.071,6176.741
2015-03-14 16:10:12.900,406.5656,659.8113,18761.3
2015-03-14 16:10:28.884,249.798,601.467,9493.824
2015-03-14 16:10:44.817,159.4896,600.4492,2620.864
2015-03-14 16:11:00.972,205.1568,956.7796,9385.442
2015-03-14 16:11:16.821,99.07359,414.6175,4116.722
2015-03-14 16:11:33.000,98.94179,1447.487,2241.024
2015-03-14 16:11:49.561,644.3355,683.7528,5036.975
2015-03-14 16:12:08.026,38.76531,852.3494,11614.68
2015-03-14 16:12:23.857,36.00583,1025.673,8115.411
2015-03-14 16:12:39.603,61.54094,65.99933,14716.44
2015-03-14 16:12:55.533,30.43285,128.2097,854.681
2015-03-14 16:13:11.420,1313.209,1944.379,14952.94
2015-03-14 16:13:27.336,919.259,840.3921,22144.55
2015-03-14 16:13:43.757,1563.535,1668.255,5378.009
2015-03-14 16:13:59.712,4033.876,404.5872,25871.28
2015-03-14 16:14:15.825,799.4414,189.3963,12710.25
2015-03-14 16:14:31.785,633.7473,926.9748,32193.79
2015-03-14 16:14:47.687,1372.738,423.5215,7244.839
2015-03-14 16:15:03.997,3918.999,440.0183,15853.24
2015-03-14 16:15:19.969,3442.549,370.5551,22525.69
2015-03-14 16:15:35.752,3297.481,165.6306,9265.047
2015-03-14 16:15:51.773,2970.446,393.0134,24164.97
2015-03-14 16:16:07.969,256.2404,91.64936,47547.5
2015-03-14 16:16:23.781,1244.191,366.2711,9539.137
2015-03-14 16:16:39.574,1183.314,179.1669,16804.04
2015-03-14 16:17:03.743,448.5772,74.00158,13611.45
2015-03-14 16:17:19.738,2096.942,203.9209,12908.46
2015-03-14 16:17:35.544,1403.943,73.18452,8678.477
2015-03-14 16:17:51.458,1342.557,55.12139,3619.349
2015-03-14 16:18:07.587,1636.349,218.9685,2020.641
2015-03-14 16:18:23.436,2358.965,58.0334,3999.686
2015-03-14 16:18:39.599,1582.31,41.79994,1739.821
2015-03-14 16:18:55.421,1236.701,301.8656,3604.412
2015-03-14 16:19:11.242,3194.438,284.5357,9734.778
2015-03-14 16:19:26.916,1490.527,69.59571,2311.091
2015-03-14 16:19:42.755,4024.34,202.9254,10629.62
2015-03-14 16:19:58.619,853.2227,172.6112,3830.161
2015-03-14 16:20:14.582,1484.142,147.7564,17376.89
2015-03-14 16:20:30.877,5883.624,116.5067,2307.598
2015-03-14 16:20:46.802,6782.34,184.4266,25055.3
2015-03-14 16:21:02.635,3602.838,80.90261,11266.42
2015-03-14 16:21:18.373,3752.955,74.72513,2125.816
2015-03-14 16:21:34.199,822.24,36.16825,75732.29
2015-03-14 16:21:50.127,101.0692,4.407418,58576.31
2015-03-14 16:22:06.205,164.1217,0.3358562,46021.18
2015-03-14 16:22:24.240,51.33467,39.9898,16564.1
2015-03-14 16:22:39.973,353.5236,0.7245898,27257.05
2015-03-14 16:22:56.074,421.6909,0.2608551,33856.16
2015-03-14 16:23:11.941,0,0,0
2015-03-14 16:23:27.784,0,0,0
2015-03-14 16:23:43.586,0,0,0
2015-03-14 16:23:59.558,0,0,0
2015-03-14 16:24:16.260,0,0,0
